"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FF",16,"2016-06-01","90.61     ","2.259","5.473","Corey Seager","608369","452657","Single","Ball","187.233   ","1408.407  ","9.2       ","4.8       ","13","Corey Seager singles on a ground ball to right fielder Jason Heyward, deflected by first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","B",9,4,1,0,2016,"-0.9                  ","7.09                ","-2.214","0.824               ","null","null","null",1,1,"top","181.4200","117.3900","001318","2016-06-02T00:13:18Z","424325","482641","160601_191404","-11.35","-131.03             ","-8.37","-1.60","22.97","-19.56","3.47","1.57","null","null","null","90.62","2508.00","6.32",447659
"FF",18,"2016-06-01","93.01     ","2.39","5.486","Corey Seager","608369","452657","Single","Called Strike","156.577   ","2271.111  ","-24.0     ","3.5       ","4 ","Corey Seager singles on a ground ball to right fielder Jason Heyward, deflected by first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","S",9,4,3,0,2016,"4.59                  ","10.55               ","-0.4","2.152               ","null","null","null",1,1,"top","181.4200","117.3900","001401","2016-06-02T00:14:01Z","424325","482641","160601_191446","-9.00","-135.218            ","-6.47","8.42","32.00","-12.75","3.37","1.34","null","null","null","93.36","2370.00","6.81",447659
"FF",20,"2016-06-01","93.81     ","2.355","5.502","Corey Seager","608369","452657","Single","Foul","159.067   ","2323.976  ","-22.5     ","3.2       ","7 ","Corey Seager singles on a ground ball to right fielder Jason Heyward, deflected by first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","S",9,4,3,2,2016,"4.19                  ","10.91               ","-0.691","2.165               ","null","null","null",1,1,"top","181.4200","117.3900","001432","2016-06-02T00:14:32Z","424325","482641","160601_191519","-9.62","-136.264            ","-6.74","7.80","32.63","-11.79","3.58","1.57","null","null","null","93.06","2361.00","6.23",447659
"FF",21,"2016-06-01","94.23     ","2.418","5.494","Corey Seager","608369","452657","Single","Foul","146.348   ","2208.146  ","-31.5     ","4.0       ","5 ","Corey Seager singles on a ground ball to right fielder Jason Heyward, deflected by first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","S",9,4,3,2,2016,"6.03                  ","9.02                ","-0.058","2.369               ","null","null","null",1,1,"top","181.4200","117.3900","001456","2016-06-02T00:14:56Z","424325","482641","160601_191543","-8.86","-137.376            ","-5.77","11.59","28.97","-14.77","3.58","1.57","null","null","null","94.44","2360.00","6.33",447659
"FF",15,"2016-06-01","94.06     ","2.145","5.428","Corey Seager","608369","452657","Single","Ball","158.544   ","2473.642  ","-22.9     ","3.0       ","13","Corey Seager singles on a ground ball to right fielder Jason Heyward, deflected by first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","B",9,4,0,0,2016,"4.54                  ","11.51               ","-2.66","1.331               ","null","null","null",1,1,"top","181.4200","117.3900","001301","2016-06-02T00:13:01Z","424325","482641","160601_191348","-14.47","-136.023            ","-9.02","8.48","30.50","-10.59","3.53","1.57","null","null","null","93.68","2281.00","6.50",447659
"FF",17,"2016-06-01","93.40     ","2.321","5.398","Corey Seager","608369","452657","Single","Ball","160.433   ","2581.459  ","-26.6     ","2.8       ","13","Corey Seager singles on a ground ball to right fielder Jason Heyward, deflected by first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","B",9,4,2,0,2016,"4.34                  ","12.16               ","-1.39","1.132               ","null","null","null",1,1,"top","181.4200","117.3900","001339","2016-06-02T00:13:39Z","424325","482641","160601_191425","-11.42","-134.989            ","-9.61","8.05","27.89","-9.54","3.50","1.57","null","null","null","92.92","2375.00","6.33",447659
"FF",19,"2016-06-01","93.58     ","2.289","5.523","Corey Seager","608369","452657","Single","Called Strike","160.071   ","2589.519  ","-28.4     ","2.8       ","13","Corey Seager singles on a ground ball to right fielder Jason Heyward, deflected by first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","S",9,4,3,1,2016,"4.43                  ","12.18               ","-0.851","1.628               ","null","null","null",1,1,"top","181.4200","117.3900","001415","2016-06-02T00:14:15Z","424325","482641","160601_191502","-9.95","-135.673            ","-8.67","8.26","29.92","-9.41","3.50","1.57","null","null","null","93.86","2351.00","6.71",447659
"FC",22,"2016-06-01","90.23     ","2.523","5.602","Corey Seager","608369","452657","Single","In play, no out","189.259   ","1489.519  ","9.3       ","4.6       ","5 ","Corey Seager singles on a ground ball to right fielder Jason Heyward, deflected by first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","X",9,4,3,2,2016,"-1.23                 ","7.47                ","-0.034","2.45                ","null","null","null",1,1,"top","181.4200","117.3900","001522","2016-06-02T00:15:22Z","424325","482641","160601_191603","-6.25","-131.094            ","-4.59","-2.17","23.62","-18.89","3.58","1.57","255.11","98.96","4.53                ","90.16","2507.00","6.09",447659
"FC",209,"2016-06-01","88.91     ","2.481","5.691","Corey Seager","608369","452657","Strikeout","Foul","186.351   ","1453.402  ","7.9       ","4.7       ","4 ","Corey Seager strikes out swinging.  ","R ","L","L","CHC","LAD","S",0,0,1,0,2016,"-0.84                 ","7.47                ","-0.506","2.899               ","null","null","null",0,4,"top","0.0000","0.0000","011125","2016-06-02T01:11:25Z","424325","482641","160601_201212","-7.39","-129.543            ","-3.42","-1.44","24.61","-19.28","3.58","1.57","null","null","null","89.20","2367.00","6.27",447659
"CU",211,"2016-06-01","76.66     ","2.482","5.846","Corey Seager","608369","452657","Strikeout","Ball","274.235   ","1018.602  ","14.6      ","11.2      ","13","Corey Seager strikes out swinging.  ","R ","L","L","CHC","LAD","B",0,0,1,2,2016,"-6.27                 ","-0.52               ","-0.867","0.827               ","null","null","null",0,4,"top","0.0000","0.0000","011204","2016-06-02T01:12:04Z","424325","482641","160601_201250","-5.56","-111.67             ","-3.54","-7.82","22.51","-32.75","3.58","1.57","null","null","null","75.47","2659.00","5.66",447659
"CU",208,"2016-06-01","74.97     ","2.464","6.022","Corey Seager","608369","452657","Strikeout","Ball","316.141   ","700.225   ","7.5       ","12.2      ","11","Corey Seager strikes out swinging.  ","R ","L","L","CHC","LAD","B",0,0,0,0,2016,"-3.05                 ","-3.23               ","-1.137","2.574               ","null","null","null",0,4,"top","0.0000","0.0000","011112","2016-06-02T01:11:12Z","424325","482641","160601_201159","-6.88","-108.962            ","0.97","-3.64","20.01","-35.97","3.47","1.57","null","null","null","73.80","2515.00","5.67",447659
"FF",210,"2016-06-01","92.89     ","2.298","5.485","Corey Seager","608369","452657","Strikeout","Called Strike","152.624   ","2433.196  ","-30.6     ","3.5       ","13","Corey Seager strikes out swinging.  ","R ","L","L","CHC","LAD","S",0,0,1,1,2016,"5.66                  ","10.89               ","-1.047","2.131               ","null","null","null",0,4,"top","0.0000","0.0000","011145","2016-06-02T01:11:45Z","424325","482641","160601_201231","-10.86","-135.082            ","-6.66","10.42","30.60","-12.06","3.56","1.53","null","null","null","92.77","2269.00","6.40",447659
"FC",212,"2016-06-01","88.43     ","2.396","5.551","Corey Seager","608369","452657","Strikeout","Swinging Strike","167.844   ","896.814   ",".1        ","6.0       ","13","Corey Seager strikes out swinging.  ","R ","L","L","CHC","LAD","S",0,0,2,2,2016,"0.98                  ","4.52                ","-1.607","1.508               ","null","null","null",0,4,"top","0.0000","0.0000","011226","2016-06-02T01:12:26Z","424325","482641","160601_201312","-10.57","-128.894            ","-5.59","1.68","23.30","-24.39","3.58","1.57","null","null","null","88.69","0.00","6.16",447659
"FF",316,"2016-06-01","94.23     ","2.39","5.423","Corey Seager","608369","452657","Strikeout","Foul","154.470   ","2499.696  ","-33.0     ","3.2       ","7 ","Corey Seager strikes out swinging.  ","R ","L","L","CHC","LAD","S",0,0,1,0,2016,"5.39                  ","11.24               ","-0.305","2.182               ","null","null","null",1,6,"top","0.0000","0.0000","014434","2016-06-02T01:44:34Z","424325","482641","160601_204522","-9.15","-136.891            ","-6.72","10.17","31.76","-10.89","3.58","1.57","null","null","null","94.01","2409.00","6.42",447659
"FF",317,"2016-06-01","95.07     ","2.288","5.372","Corey Seager","608369","452657","Strikeout","Called Strike","146.865   ","2402.663  ","-35.1     ","3.8       ","7 ","Corey Seager strikes out swinging.  ","R ","L","L","CHC","LAD","S",0,0,1,1,2016,"6.47                  ","9.88                ","-0.566","1.674               ","null","null","null",1,6,"top","0.0000","0.0000","014456","2016-06-02T01:44:56Z","424325","482641","160601_204542","-10.08","-138.089            ","-7.70","12.50","30.67","-13.02","3.56","1.57","null","null","null","94.81","2289.00","6.25",447659
"CU",318,"2016-06-01","77.19     ","2.482","5.853","Corey Seager","608369","452657","Strikeout","Swinging Strike","286.314   ","782.314   ","10.8      ","11.0      ","8 ","Corey Seager strikes out swinging.  ","R ","L","L","CHC","LAD","S",0,0,1,2,2016,"-4.57                 ","-1.39               ","0.042","1.959               ","null","null","null",1,6,"top","0.0000","0.0000","014515","2016-06-02T01:45:15Z","424325","482641","160601_204600","-4.10","-112.632            ","-1.00","-5.83","21.71","-33.88","3.58","1.57","null","null","null","76.51","2634.00","5.82",447659
"FF",315,"2016-06-01","94.43     ","2.32","5.396","Corey Seager","608369","452657","Strikeout","Ball","157.364   ","2519.062  ","-28.8     ","2.9       ","13","Corey Seager strikes out swinging.  ","R ","L","L","CHC","LAD","B",0,0,0,0,2016,"4.84                  ","11.57               ","-1.364","1.9                 ","null","null","null",1,6,"top","0.0000","0.0000","014426","2016-06-02T01:44:26Z","424325","482641","160601_204507","-11.63","-136.73             ","-7.52","9.14","30.88","-10.26","3.58","1.57","null","null","null","94.21","2432.00","6.55",447659
"FF",470,"2016-06-01","94.58     ","2.092","5.344","Corey Seager","608369","452657","Groundout","Ball","154.178   ","2943.045  ","-42.5     ","2.7       ","13","Corey Seager grounds out sharply, shortstop Addison Russell to first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","B",6,4,0,1,2016,"6.42                  ","13.22               ","-2.697","1.319               ","null","null","null",1,9,"top","109.7700","151.4400","023635","2016-06-02T02:36:35Z","424325","482641","160601_213723","-15.14","-136.762            ","-9.50","12.09","31.80","-7.20","3.58","1.57","null","null","null","94.15","2248.00","6.56",447659
"FF",471,"2016-06-01","94.09     ","2.383","5.485","Corey Seager","608369","452657","Groundout","Foul","156.572   ","2523.999  ","-33.0     ","3.0       ","5 ","Corey Seager grounds out sharply, shortstop Addison Russell to first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","S",6,4,1,1,2016,"5.02                  ","11.54               ","-0.06","2.561               ","null","null","null",1,9,"top","109.7700","151.4400","023658","2016-06-02T02:36:58Z","424325","482641","160601_213744","-8.33","-136.596            ","-5.95","9.45","30.98","-10.37","3.58","1.57","null","null","null","94.01","2167.00","6.48",447659
"FF",469,"2016-06-01","94.47     ","2.243","5.424","Corey Seager","608369","452657","Groundout","Called Strike","160.616   ","2665.657  ","-28.9     ","2.6       ","13","Corey Seager grounds out sharply, shortstop Addison Russell to first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","S",6,4,0,0,2016,"4.44                  ","12.59               ","-1.26","1.841               ","null","null","null",1,9,"top","109.7700","151.4400","023620","2016-06-02T02:36:20Z","424325","482641","160601_213707","-10.99","-137.126            ","-8.09","8.36","33.53","-8.41","3.37","1.46","null","null","null","94.23","2200.00","6.54",447659
"FF",472,"2016-06-01","95.31     ","2.311","5.432","Corey Seager","608369","452657","Groundout","In play, out(s)","141.908   ","2571.093  ","-41.1     ","4.1       ","7 ","Corey Seager grounds out sharply, shortstop Addison Russell to first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","X",6,4,1,2,2016,"7.9                   ","10.04               ","-0.284","2.035               ","null","null","null",1,9,"top","109.7700","151.4400","023727","2016-06-02T02:37:27Z","424325","482641","160601_213811","-9.85","-138.813            ","-6.90","15.18","35.61","-12.81","3.58","1.57","144.21","105.25","-4.74               ","94.85","2382.00","6.39",447659
"CU",12,"2016-05-31","82.65     ","-3.052","6.716","Corey Seager","608369","453562","Strikeout","Called Strike","24.465    ","1767.743  ","-8.6      ","12.9      ","4 ","Corey Seager called out on strikes.  ","R ","L","R","CHC","LAD","S",0,0,0,1,2016,"4.19                  ","-9.25               ","-0.472","2.663               ","null","null","null",1,1,"top","0.0000","0.0000","003501","2016-06-01T00:35:01Z","471083","427554","160531_193545","4.82","-120.282            ","0.04","6.07","25.52","-45.51","3.54","1.55","null","null","null","81.66","2846.00","5.91",447644
"SL",13,"2016-05-31","92.48     ","-2.98","6.232","Corey Seager","608369","453562","Strikeout","Ball","153.008   ","881.062   ","-11.2     ","5.9       ","14","Corey Seager called out on strikes.  ","R ","L","R","CHC","LAD","B",0,0,0,2,2016,"2.0                   ","3.89                ","0.988","1.014               ","null","null","null",1,1,"top","0.0000","0.0000","003514","2016-06-01T00:35:14Z","471083","427554","160531_193559","9.87","-133.976            ","-9.21","3.69","24.67","-24.92","3.52","1.44","null","null","null","92.13","2717.00","6.06",447644
"SI",11,"2016-05-31","97.20     ","-2.912","6.315","Corey Seager","608369","453562","Strikeout","Called Strike","226.475   ","2447.135  ","40.7      ","4.7       ","13","Corey Seager called out on strikes.  ","R ","L","R","CHC","LAD","S",0,0,0,0,2016,"-8.55                 ","8.09                ","-0.841","1.943               ","null","null","null",1,1,"top","0.0000","0.0000","003447","2016-06-01T00:34:47Z","471083","427554","160531_193532","8.85","-140.607            ","-9.31","-17.20","30.66","-15.84","3.53","1.51","null","null","null","96.67","2397.00","6.25",447644
"SI",14,"2016-05-31","96.08     ","-2.855","6.338","Corey Seager","608369","453562","Strikeout","Called Strike","231.887   ","2365.511  ","37.3      ","5.1       ","6 ","Corey Seager called out on strikes.  ","R ","L","R","CHC","LAD","S",0,0,1,2,2016,"-9.12                 ","7.11                ","0.703","2.677               ","null","null","null",1,1,"top","0.0000","0.0000","003538","2016-06-01T00:35:38Z","471083","427554","160531_193622","13.02","-139.225            ","-6.75","-17.86","31.79","-18.16","3.43","1.41","null","null","null","96.20","2312.00","6.65",447644
"SI",154,"2016-05-31","94.54     ","-2.832","6.29","Corey Seager","608369","453562","Single","In play, no out","232.151   ","2097.834  ","31.8      ","5.4       ","8 ","Corey Seager singles on a ground ball to right fielder Jason Heyward.  ","R ","L","R","CHC","LAD","X",9,4,1,0,2016,"-8.22                 ","6.35                ","-0.016","2.024               ","null","null","null",2,3,"top","177.5600","123.0200","011739","2016-06-01T01:17:39Z","471083","427554","160531_201819","10.51","-137.035            ","-7.85","-15.65","29.99","-20.02","3.66","1.65","173.03","98.84","-2.76               ","94.50","2231.00","6.54",447644
"CU",153,"2016-05-31","81.80     ","-2.775","6.462","Corey Seager","608369","453562","Single","Ball","32.013    ","1837.113  ","-11.3     ","13.4      ","14","Corey Seager singles on a ground ball to right fielder Jason Heyward.  ","R ","L","R","CHC","LAD","B",9,4,0,0,2016,"5.67                  ","-9.12               ","0.871","0.824               ","null","null","null",2,3,"top","177.5600","123.0200","011714","2016-06-01T01:17:14Z","471083","427554","160531_201757","6.79","-118.859            ","-3.50","7.98","26.24","-44.94","3.46","1.47","null","null","null","80.80","2787.00","6.10",447644
"SI",295,"2016-05-31","94.16     ","-3.042","6.199","Corey Seager","608369","453562","Groundout","Foul","221.627   ","2075.797  ","29.8      ","4.8       ","13","Corey Seager grounds out, second baseman Ben Zobrist to first baseman Anthony Rizzo.  ","R ","L","R","CHC","LAD","S",4,4,0,1,2016,"-6.84                 ","7.66                ","-0.65","1.506               ","null","null","null",1,6,"top","139.9900","154.5400","020319","2016-06-01T02:03:19Z","471083","427554","160531_210404","8.87","-136.794            ","-9.45","-13.00","29.39","-17.54","3.66","1.65","null","null","null","94.22","2215.00","6.42",447644
"SL",297,"2016-05-31","89.28     ","-3.29","6.136","Corey Seager","608369","453562","Groundout","In play, out(s)","126.362   ","592.705   ","-10.8     ","7.3       ","14","Corey Seager grounds out, second baseman Ben Zobrist to first baseman Anthony Rizzo.  ","R ","L","R","CHC","LAD","X",4,4,1,2,2016,"2.49                  ","1.79                ","0.504","1.289               ","null","null","null",1,6,"top","139.9900","154.5400","020406","2016-06-01T02:04:06Z","471083","427554","160531_210448","8.91","-129.637            ","-6.79","4.27","25.19","-29.03","3.66","1.65","137.00","69.97","-15.77              ","88.68","0.00","5.92",447644
"SI",294,"2016-05-31","94.33     ","-3.12","6.372","Corey Seager","608369","453562","Groundout","Called Strike","229.087   ","2116.558  ","32.7      ","5.1       ","1 ","Corey Seager grounds out, second baseman Ben Zobrist to first baseman Anthony Rizzo.  ","R ","L","R","CHC","LAD","S",4,4,0,0,2016,"-7.94                 ","6.84                ","-0.27","3.404               ","null","null","null",1,6,"top","139.9900","154.5400","020301","2016-06-01T02:03:01Z","471083","427554","160531_210346","10.50","-136.995            ","-4.51","-15.10","29.82","-19.09","3.52","1.44","null","null","null","94.51","2255.00","6.52",447644
"SI",296,"2016-05-31","95.33     ","-3.221","6.334","Corey Seager","608369","453562","Groundout","Ball","224.499   ","2143.867  ","35.2      ","4.8       ","11","Corey Seager grounds out, second baseman Ben Zobrist to first baseman Anthony Rizzo.  ","R ","L","R","CHC","LAD","B",4,4,0,2,2016,"-7.38                 ","7.47                ","-2.105","3.419               ","null","null","null",1,6,"top","139.9900","154.5400","020347","2016-06-01T02:03:47Z","471083","427554","160531_210433","5.67","-138.275            ","-4.74","-14.32","30.19","-17.60","3.54","1.49","null","null","null","95.03","2241.00","6.30",447644
"FT",427,"2016-05-31","93.34     ","3.378","5.576","Corey Seager","608369","453385","Single","Foul","96.453    ","2091.413  ","-28.8     ","7.6       ","5 ","Corey Seager singles on a ground ball to shortstop Addison Russell.   Chase Utley to 2nd.  ","R ","L","L","CHC","LAD","S",6,4,1,0,2016,"10.4                  ","1.14                ","-0.209","2.44                ","null","null",400284,0,8,"top","106.6600","146.6600","024206","2016-06-01T02:42:06Z","471083","427554","160531_214251","-13.21","-135.049            ","-2.78","19.35","27.37","-29.99","3.66","1.65","null","null","null","91.79","1945.00","5.57",447644
"FT",429,"2016-05-31","93.10     ","3.387","5.482","Corey Seager","608369","453385","Single","In play, no out","106.941   ","2068.522  ","-29.5     ","7.0       ","7 ","Corey Seager singles on a ground ball to shortstop Addison Russell.   Chase Utley to 2nd.  ","R ","L","L","CHC","LAD","X",6,4,1,1,2016,"10.0                  ","3.01                ","-0.338","2.054               ","null","null",400284,0,8,"top","106.6600","146.6600","024245","2016-06-01T02:42:45Z","471083","427554","160531_214325","-13.38","-134.963            ","-4.14","18.41","29.96","-26.57","3.66","1.65","146.98","96.79","-1.12               ","91.42","2039.00","5.61",447644
"FT",426,"2016-05-31","91.96     ","3.621","5.722","Corey Seager","608369","453385","Single","Ball","91.793    ","1586.760  ","-22.3     ","7.6       ","12","Corey Seager singles on a ground ball to shortstop Addison Russell.   Chase Utley to 2nd.  ","R ","L","L","CHC","LAD","B",6,4,0,0,2016,"8.07                  ","0.21                ","1.602","3.719               ","null","null",400284,0,8,"top","106.6600","146.6600","024147","2016-06-01T02:41:47Z","471083","427554","160531_214231","-8.10","-133.874            ","0.71","14.64","29.04","-31.72","3.51","1.44","null","null","null","90.57","2020.00","5.45",447644
"CH",547,"2016-05-31","85.75     ","-2.023","6.143","Corey Seager","608369","502239","Home Run","Ball In Dirt","277.822   ","1601.528  ","20.0      ","9.7       ","13","Corey Seager homers (9) on a fly ball to right field.    Carl Crawford scores.    Enrique Hernandez scores.  ","R ","L","R","CHC","LAD","B",9,1,0,2,2016,"-8.65                 ","-1.24               ","-1.393","0.39                ",408307,571771,"null",1,9,"top","218.1700","45.4500","031719","2016-06-01T03:17:19Z","471083","427554","160531_221804","4.32","-124.941            ","-7.28","-13.66","25.38","-34.05","3.46","1.41","null","null","null","85.97","1578.00","6.41",447644
"CH",548,"2016-05-31","84.72     ","-1.907","6.186","Corey Seager","608369","502239","Home Run","Ball","265.187   ","1552.384  ","20.6      ","9.0       ","13","Corey Seager homers (9) on a fly ball to right field.    Carl Crawford scores.    Enrique Hernandez scores.  ","R ","L","R","CHC","LAD","B",9,1,1,2,2016,"-8.52                 ","0.67                ","-0.522","0.758               ",408307,571771,"null",1,9,"top","218.1700","45.4500","031751","2016-06-01T03:17:51Z","471083","427554","160531_221835","6.07","-123.197            ","-6.85","-13.14","23.62","-31.07","3.54","1.46","null","null","null","85.46","1530.00","6.77",447644
"CH",545,"2016-05-31","83.26     ","-1.987","6.187","Corey Seager","608369","502239","Home Run","Swinging Strike","285.674   ","1143.501  ","13.5      ","9.8       ","13","Corey Seager homers (9) on a fly ball to right field.    Carl Crawford scores.    Enrique Hernandez scores.  ","R ","L","R","CHC","LAD","S",9,1,0,0,2016,"-6.11                 ","-1.76               ","-0.872","1.163               ",408307,571771,"null",1,9,"top","218.1700","45.4500","031633","2016-06-01T03:16:33Z","471083","427554","160531_221718","4.59","-121.164            ","-4.86","-9.20","20.87","-34.75","3.66","1.65","null","null","null","83.78","1568.00","6.43",447644
"CH",546,"2016-05-31","84.48     ","-1.908","6.209","Corey Seager","608369","502239","Home Run","Swinging Strike","277.597   ","1297.082  ","16.2      ","9.4       ","13","Corey Seager homers (9) on a fly ball to right field.    Carl Crawford scores.    Enrique Hernandez scores.  ","R ","L","R","CHC","LAD","S",9,1,0,1,2016,"-7.06                 ","-0.99               ","-0.578","0.836               ",408307,571771,"null",1,9,"top","218.1700","45.4500","031654","2016-06-01T03:16:54Z","471083","427554","160531_221738","5.47","-122.849            ","-6.18","-10.89","22.17","-33.63","3.66","1.65","null","null","null","84.81","1616.00","6.39",447644
"SI",549,"2016-05-31","92.12     ","-1.922","6.211","Corey Seager","608369","502239","Home Run","In play, run(s)","235.007   ","2334.785  ","36.4      ","5.9       ","3 ","Corey Seager homers (9) on a fly ball to right field.    Carl Crawford scores.    Enrique Hernandez scores.  ","R ","L","R","CHC","LAD","X",9,1,2,2,2016,"-9.81                 ","6.82                ","0.559","3.002               ",408307,571771,"null",1,9,"top","218.1700","45.4500","031815","2016-06-01T03:18:15Z","471083","427554","160531_221856","9.90","-134.123            ","-4.71","-17.68","31.77","-19.80","3.66","1.65","395.93","109.89","26.04               ","92.26","2230.00","6.60",447644
"SL",13,"2016-05-30","87.35     ","-2.099","6.444","Corey Seager","608369","434628","Strikeout","Called Strike","141.154   ","796.630   ","-9.8      ","6.7       ","13","Corey Seager strikes out swinging.  ","R ","L","R","CHC","LAD","S",0,0,1,0,2016,"2.616                 ","3.204               ","-0.794","2.566               ","null","null","null",1,1,"top","0.0000","0.0000","210851","2016-05-30T21:08:51Z","424325","427144","160530_161007","2.44","-127.345            ","-4.56","4.39","21.00","-26.73","3.58","1.57","null","null","null","87.47","2600.00","5.90",447629
"SL",15,"2016-05-30","85.25     ","-1.723","6.586","Corey Seager","608369","434628","Strikeout","Swinging Strike","122.371   ","761.877   ","-12.4     ","7.6       ","14","Corey Seager strikes out swinging.  ","R ","L","R","CHC","LAD","S",0,0,1,2,2016,"3.453                 ","2.142               ","1.630","2.334               ","null","null","null",1,1,"top","0.0000","0.0000","210924","2016-05-30T21:09:24Z","424325","427144","160530_161040","7.18","-124.092            ","-4.71","5.50","19.66","-28.69","3.58","1.57","null","null","null","85.17","0.00","5.82",447629
"FT",12,"2016-05-30","92.82     ","-2.089","6.332","Corey Seager","608369","434628","Strikeout","Ball","234.446   ","1905.789  ","31.1      ","5.7       ","11","Corey Seager strikes out swinging.  ","R ","L","R","CHC","LAD","B",0,0,0,0,2016,"-7.786                ","5.525               ","-1.344","3.946               ","null","null","null",1,1,"top","0.0000","0.0000","210837","2016-05-30T21:08:37Z","424325","427144","160530_160954","4.70","-135.150            ","-2.29","-14.44","28.63","-21.85","3.58","1.57","null","null","null","93.15","2266.00","6.41",447629
"FF",14,"2016-05-30","92.89     ","-1.978","6.274","Corey Seager","608369","434628","Strikeout","Foul","213.845   ","1767.901  ","22.7      ","4.5       ","11","Corey Seager strikes out swinging.  ","R ","L","R","CHC","LAD","S",0,0,1,1,2016,"-4.930                ","7.311               ","-0.515","3.642               ","null","null","null",1,1,"top","0.0000","0.0000","210905","2016-05-30T21:09:05Z","424325","427144","160530_161022","5.62","-134.931            ","-3.57","-9.16","27.25","-18.52","3.58","1.57","null","null","null","93.75","2313.00","6.79",447629
"FF",171,"2016-05-30","91.21     ","1.289","6.059","Corey Seager","608369","475243","Strikeout","Called Strike","159.428   ","2496.870  ","-28.2     ","3.3       ","4 ","Corey Seager called out on strikes.  ","R ","L","L","CHC","LAD","S",0,0,0,1,2016,"4.550                 ","12.081              ","-0.261","2.340               ","null","null","null",2,3,"top","0.0000","0.0000","220405","2016-05-30T22:04:05Z","424325","427144","160530_170522","-5.58","-132.577            ","-7.62","8.02","30.97","-10.81","3.58","1.57","null","null","null","89.31","2255.00","5.43",447629
"FF",172,"2016-05-30","90.71     ","1.023","6.094","Corey Seager","608369","475243","Strikeout","Called Strike","163.401   ","2609.370  ","-25.6     ","3.0       ","7 ","Corey Seager called out on strikes.  ","R ","L","L","CHC","LAD","S",0,0,0,2,2016,"3.877                 ","12.964              ","-0.659","1.758               ","null","null","null",2,3,"top","0.0000","0.0000","220420","2016-05-30T22:04:20Z","424325","427144","160530_170537","-5.67","-131.728            ","-9.42","6.77","29.68","-9.47","3.58","1.57","null","null","null","88.93","2235.00","5.45",447629
"SL",170,"2016-05-30","80.93     ","1.135","6.262","Corey Seager","608369","475243","Strikeout","Swinging Strike","233.789   ","1137.266  ","16.2      ","8.3       ","13","Corey Seager called out on strikes.  ","R ","L","L","CHC","LAD","S",0,0,0,0,2016,"-5.325                ","3.846               ","-1.013","1.705               ","null","null","null",2,3,"top","0.0000","0.0000","220352","2016-05-30T22:03:52Z","424325","427144","160530_170506","-3.38","-117.819            ","-4.83","-7.45","23.30","-26.72","3.58","1.57","null","null","null","79.21","0.00","5.14",447629
"FC",342,"2016-05-30","82.23     ","1.176","6.043","Corey Seager","608369","475243","Strikeout","Swinging Strike","189.010   ","1259.893  ","5.6       ","6.6       ","13","Corey Seager strikes out swinging, catcher David Ross to first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","S",0,0,0,1,2016,"-1.120                ","7.007               ","-0.869","0.088               ","null","null","null",2,6,"top","0.0000","0.0000","225318","2016-05-30T22:53:18Z","424325","427144","160530_175433","-4.48","-119.167            ","-9.40","-1.62","21.40","-21.95","3.58","1.57","null","null","null","80.81","2332.00","5.43",447629
"FF",344,"2016-05-30","91.65     ","1.200","6.158","Corey Seager","608369","475243","Strikeout","Foul","162.579   ","2644.904  ","-29.9     ","2.8       ","4 ","Corey Seager strikes out swinging, catcher David Ross to first baseman Anthony Rizzo.  ","R ","L","L","CHC","LAD","S",0,0,0,2,2016,"4.060                 ","12.895              ","-0.335","2.672               ","null","null","null",2,6,"top","0.0000","0.0000","225404","2016-05-30T22:54:04Z","424325","427144","160530_175520","-5.41","-133.059            ","-7.43","7.26","29.10","-9.03","3.58","1.57","null","null","null","90.42","2373.00","5.75",447629
