"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FF",287,"2009-09-04","85.7      ","2.339","6.338","Brad Ausmus","110385","453281","Strikeout","Ball","167.063   ","2228.210  ","-15.3     ","3.6       ","12","Brad Ausmus strikes out swinging.  ","R ","R","L","LAD","SD ","B",0,0,0,2,2009,"2.713                 ","11.764              ","1.593","4.613               ",232694,"null",150071,1,4,"bot","0.0000","0.0000","","","460026","427344","090904_203256","-2.72","-125.60             ","-1.57","4.32","26.25","-13.37","null","null","null","null","null","null","null","null",246210
"CH",285,"2009-09-04","74.5      ","2.607","6.113","Brad Ausmus","110385","453281","Strikeout","Called Strike","139.053   ","1750.217  ","-18.1     ","8.2       ","6 ","Brad Ausmus strikes out swinging.  ","R ","R","L","LAD","SD ","S",0,0,0,0,2009,"7.268                 ","8.314               ","0.625","2.213               ",232694,"null",150071,1,4,"bot","0.0000","0.0000","","","460026","427344","090904_203209","-6.26","-109.09             ","-3.15","8.63","21.93","-22.23","null","null","null","null","null","null","null","null",246210
"FF",288,"2009-09-04","86.3      ","2.495","6.142","Brad Ausmus","110385","453281","Strikeout","Ball","155.427   ","2527.332  ","-32.8     ","3.8       ","12","Brad Ausmus strikes out swinging.  ","R ","R","L","LAD","SD ","B",0,0,1,2,2009,"5.705                 ","12.431              ","1.436","4.145               ",232694,"null",150071,1,4,"bot","0.0000","0.0000","","","460026","427344","090904_203319","-4.48","-126.51             ","-2.53","9.17","27.93","-12.13","null","null","null","null","null","null","null","null",246210
"FF",156,"2009-09-04","87.0      ","2.31","6.105","Brad Ausmus","110385","453281","Strikeout","Foul","171.332   ","2858.572  ","-17.2     ","2.2       ","12","Brad Ausmus strikes out swinging, catcher Nick Hundley to first baseman Adrian Gonzalez.  ","R ","R","L","LAD","SD ","S",0,0,0,1,2009,"2.317                 ","15.152              ","0.455","3.483               ",232694,150071,"null",1,2,"bot","0.0000","0.0000","","","460026","427344","090904_195347","-5.41","-127.37             ","-5.11","3.78","27.68","-7.37","null","null","null","null","null","null","null","null",246210
"CH",157,"2009-09-04","73.4      ","2.548","5.988","Brad Ausmus","110385","453281","Strikeout","Swinging Strike (Blocked)","126.300   ","1741.950  ","-19.7     ","9.7       ","14","Brad Ausmus strikes out swinging, catcher Nick Hundley to first baseman Adrian Gonzalez.  ","R ","R","L","LAD","SD ","S",0,0,0,2,2009,"9.118                 ","6.632               ","0.639","0.819               ",232694,150071,"null",1,2,"bot","0.0000","0.0000","","","460026","427344","090904_195415","-6.48","-107.33             ","-5.00","10.39","22.64","-24.55","null","null","null","null","null","null","null","null",246210
"CU",155,"2009-09-04","74.5      ","2.545","6.523","Brad Ausmus","110385","453281","Strikeout","Foul","237.523   ","344.408   ","5.2       ","10.5      ","3 ","Brad Ausmus strikes out swinging, catcher Nick Hundley to first baseman Adrian Gonzalez.  ","R ","R","L","LAD","SD ","S",0,0,0,0,2009,"-1.82                 ","1.097               ","0.504","3.035               ",232694,150071,"null",1,2,"bot","0.0000","0.0000","","","460026","427344","090904_195322","-3.88","-109.20             ","-0.35","-2.19","20.15","-30.78","null","null","null","null","null","null","null","null",246210
"SI",83,"2009-08-29","87.5      ","2.412","6.651","Brad Ausmus","110385","476011","Single","Called Strike","143.401   ","3091.625  ","-49.4     ","4.5       ","11","Brad Ausmus singles on a ground ball to right fielder Jonny Gomes, deflected by first baseman Joey Votto.    Mark Loretta scores.    Orlando Hudson to 3rd.  ","R ","R","L","CIN","LAD","S",9,4,0,0,2009,"9.884                 ","13.264              ","-0.76","3.022               ","null",117928,407861,0,2,"top","168.6700","110.4400","","","461874","427113","090829_163321","-11.20","-127.64             ","-7.07","16.22","27.61","-10.34","null","null","null","null","null","null","null","null",246126
"FF",86,"2009-08-29","89.2      ","2.738","6.572","Brad Ausmus","110385","476011","Single","In play, run(s)","146.414   ","2723.347  ","-41.8     ","4.2       ","12","Brad Ausmus singles on a ground ball to right fielder Jonny Gomes, deflected by first baseman Joey Votto.    Mark Loretta scores.    Orlando Hudson to 3rd.  ","R ","R","L","CIN","LAD","X",9,4,0,2,2009,"7.866                 ","11.802              ","0.721","2.726               ","null",117928,407861,0,2,"top","168.6700","110.4400","","","461874","427113","090829_163443","-7.82","-130.40             ","-7.61","13.54","27.45","-11.78","null","null","null","null","null","null","null","null",246126
"SI",84,"2009-08-29","88.3      ","2.377","6.569","Brad Ausmus","110385","476011","Single","Foul","142.557   ","2992.035  ","-48.4     ","4.6       ","1 ","Brad Ausmus singles on a ground ball to right fielder Jonny Gomes, deflected by first baseman Joey Votto.    Mark Loretta scores.    Orlando Hudson to 3rd.  ","R ","R","L","CIN","LAD","S",9,4,0,1,2009,"9.642                 ","12.546              ","-0.269","3.07                ","null",117928,407861,0,2,"top","168.6700","110.4400","","","461874","427113","090829_163342","-9.91","-129.02             ","-6.72","16.18","27.97","-11.05","null","null","null","null","null","null","null","null",246126
"FF",85,"2009-08-29","84.2      ","2.887","6.443","Brad Ausmus","110385","476011","Single","Foul","134.045   ","1281.363  ","-12.6     ","7.0       ","13","Brad Ausmus singles on a ground ball to right fielder Jonny Gomes, deflected by first baseman Joey Votto.    Mark Loretta scores.    Orlando Hudson to 3rd.  ","R ","R","L","CIN","LAD","S",9,4,0,2,2009,"5.119                 ","4.902               ","-0.958","2.066               ","null",117928,407861,0,2,"top","168.6700","110.4400","","","461874","427113","090829_163413","-10.92","-122.83             ","-5.52","7.80","24.99","-24.63","null","null","null","null","null","null","null","null",246126
"SI",277,"2009-08-29","87.3      ","2.778","6.38","Brad Ausmus","110385","476011","Groundout","In play, out(s)","130.114   ","2768.106  ","-43.2     ","6.1       ","14","Brad Ausmus grounds out, second baseman Brandon Phillips to first baseman Joey Votto.  ","R ","R","L","CIN","LAD","X",4,4,0,0,2009,"11.316                ","9.489               ","0.933","2.079               ","null","null","null",2,4,"top","136.5500","153.6100","","","461874","427113","090829_172838","-8.34","-127.52             ","-7.54","18.61","26.55","-16.50","null","null","null","null","null","null","null","null",246126
"SI",423,"2009-08-29","90.2      ","2.487","6.534","Brad Ausmus","110385","476011","Pop Out","Ball","145.000   ","3268.450  ","-56.0     ","4.0       ","11","Brad Ausmus pops out to shortstop Paul Janish.  ","R ","R","L","CIN","LAD","B",6,2,0,2,2009,"9.783                 ","13.929              ","-1.322","3.275               ","null",425766,407861,2,6,"top","99.4000","136.5500","","","461874","427113","090829_181725","-13.13","-131.43             ","-6.90","16.98","29.82","-7.92","null","null","null","null","null","null","null","null",246126
"SI",421,"2009-08-29","87.3      ","2.786","6.34","Brad Ausmus","110385","476011","Pop Out","Called Strike","128.368   ","2766.250  ","-43.5     ","6.2       ","12","Brad Ausmus pops out to shortstop Paul Janish.  ","R ","R","L","CIN","LAD","S",6,2,0,0,2009,"11.582                ","9.124               ","0.974","2.545               ","null",425766,407861,2,6,"top","99.4000","136.5500","","","461874","427113","090829_181624","-8.35","-127.55             ","-6.16","19.07","26.40","-17.08","null","null","null","null","null","null","null","null",246126
"CH",424,"2009-08-29","79.0      ","2.995","6.272","Brad Ausmus","110385","476011","Pop Out","Ball","125.710   ","2700.284  ","-36.7     ","8.1       ","14","Brad Ausmus pops out to shortstop Paul Janish.  ","R ","R","L","CIN","LAD","B",6,2,1,2,2009,"13.096                ","9.358               ","0.871","0.954               ","null",425766,407861,2,6,"top","99.4000","136.5500","","","461874","427113","090829_181747","-8.66","-115.31             ","-7.71","17.43","23.77","-19.65","null","null","null","null","null","null","null","null",246126
"SI",426,"2009-08-29","89.2      ","2.751","6.344","Brad Ausmus","110385","476011","Pop Out","In play, out(s)","144.575   ","3070.045  ","-49.6     ","4.3       ","5 ","Brad Ausmus pops out to shortstop Paul Janish.  ","R ","R","L","CIN","LAD","X",6,2,3,2,2009,"9.38                  ","13.142              ","-0.109","2.262               ","null",425766,407861,2,6,"top","99.4000","136.5500","","","461874","427113","090829_181842","-10.44","-130.07             ","-8.55","15.96","29.09","-9.75","null","null","null","null","null","null","null","null",246126
"FF",422,"2009-08-29","82.9      ","2.791","6.143","Brad Ausmus","110385","476011","Pop Out","Swinging Strike","138.075   ","1072.607  ","-8.5      ","7.4       ","13","Brad Ausmus pops out to shortstop Paul Janish.  ","R ","R","L","CIN","LAD","S",6,2,0,1,2009,"4.039                 ","4.447               ","-1.354","1.428               ","null",425766,407861,2,6,"top","99.4000","136.5500","","","461874","427113","090829_181646","-11.14","-120.93             ","-5.91","5.97","23.86","-25.52","null","null","null","null","null","null","null","null",246126
"SI",425,"2009-08-29","87.6      ","3.068","6.195","Brad Ausmus","110385","476011","Pop Out","Ball","129.624   ","3045.938  ","-48.3     ","6.3       ","14","Brad Ausmus pops out to shortstop Paul Janish.  ","R ","R","L","CIN","LAD","B",6,2,2,2,2009,"12.622                ","10.406              ","1.555","1.715               ","null",425766,407861,2,6,"top","99.4000","136.5500","","","461874","427113","090829_181812","-7.92","-127.98             ","-8.28","20.70","29.22","-15.04","null","null","null","null","null","null","null","null",246126
"FT",561,"2009-08-29","84.9      ","1.154","5.857","Brad Ausmus","110385","502609","Flyout","Ball","126.734   ","2909.192  ","-45.7     ","6.7       ","11","Brad Ausmus flies out to left fielder Wladimir Balentien.  ","R ","R","L","CIN","LAD","B",7,1,0,2,2009,"13.009                ","9.66                ","-0.817","4.008               ","null","null","null",2,7,"top","77.3100","110.4400","","","461874","427113","090829_185605","-8.90","-124.15             ","-0.95","19.95","28.86","-17.29","null","null","null","null","null","null","null","null",246126
"SL",559,"2009-08-29","75.5      ","1.805","5.296","Brad Ausmus","110385","502609","Flyout","Called Strike","307.055   ","684.682   ","7.6       ","11.9      ","5 ","Brad Ausmus flies out to left fielder Wladimir Balentien.  ","R ","R","L","CIN","LAD","S",7,1,0,0,2009,"-3.452                ","-2.668              ","0.22","2.3                 ","null","null","null",2,7,"top","77.3100","110.4400","","","461874","427113","090829_185530","-2.46","-110.66             ","1.70","-4.17","24.60","-35.32","null","null","null","null","null","null","null","null",246126
"SC",562,"2009-08-29","67.2      ","1.289","5.724","Brad Ausmus","110385","502609","Flyout","In play, out(s)","67.985    ","1563.079  ","-13.7     ","15.7      ","13","Brad Ausmus flies out to left fielder Wladimir Balentien.  ","R ","R","L","CIN","LAD","X",7,1,1,2,2009,"10.277                ","-4.233              ","-0.772","2.119               ","null","null","null",2,7,"top","77.3100","110.4400","","","461874","427113","090829_185618","-6.52","-98.25              ","2.48","9.81","18.91","-36.14","null","null","null","null","null","null","null","null",246126
"SC",560,"2009-08-29","65.5      ","1.468","5.833","Brad Ausmus","110385","502609","Flyout","Called Strike","80.394    ","1613.658  ","-16.4     ","15.5      ","12","Brad Ausmus flies out to left fielder Wladimir Balentien.  ","R ","R","L","CIN","LAD","S",7,1,0,1,2009,"11.54                 ","-2.035              ","0.76","3.01                ","null","null","null",2,7,"top","77.3100","110.4400","","","461874","427113","090829_185543","-4.13","-95.95              ","3.75","10.52","17.88","-33.96","null","null","null","null","null","null","null","null",246126
"CU",97,"2009-08-27","73.1      ","1.781","6.55","Brad Ausmus","110385","407822","Strikeout","Ball","344.567   ","1544.536  ","4.3       ","15.3      ","9 ","Brad Ausmus strikes out swinging.  ","R ","R","L","COL","LAD","B",0,0,0,0,2009,"-2.64                 ","-9.629              ","0.689","1.732               ","null",425766,407861,0,2,"top","0.0000","0.0000","","","150275","427457","090827_134133","-1.58","-107.26             ","0.10","-3.04","20.64","-43.18","null","null","null","null","null","null","null","null",246099
"FF",98,"2009-08-27","94.2      ","2.049","5.848","Brad Ausmus","110385","407822","Strikeout","Called Strike","140.893   ","2117.965  ","-31.0     ","4.4       ","4 ","Brad Ausmus strikes out swinging.  ","R ","R","L","COL","LAD","S",0,0,1,0,2009,"6.581                 ","8.057               ","-0.489","2.334               ","null",425766,407861,0,2,"top","0.0000","0.0000","","","150275","427457","090827_134200","-9.24","-137.69             ","-6.52","12.68","29.51","-16.58","null","null","null","null","null","null","null","null",246099
"FF",99,"2009-08-27","93.7      ","1.563","6.157","Brad Ausmus","110385","407822","Strikeout","Foul","131.312   ","2182.559  ","-33.4     ","5.3       ","13","Brad Ausmus strikes out swinging.  ","R ","R","L","COL","LAD","S",0,0,1,1,2009,"8.199                 ","7.167               ","-0.718","1.861               ","null",425766,407861,0,2,"top","0.0000","0.0000","","","150275","427457","090827_134304","-9.02","-136.92             ","-8.14","15.47","31.92","-18.58","null","null","null","null","null","null","null","null",246099
"FF",102,"2009-08-27","94.2      ","2.358","5.967","Brad Ausmus","110385","407822","Strikeout","Swinging Strike","123.543   ","2166.857  ","-35.8     ","5.6       ","12","Brad Ausmus strikes out swinging.  ","R ","R","L","COL","LAD","S",0,0,2,2,2009,"8.86                  ","5.836               ","0.723","3.027               ","null",425766,407861,0,2,"top","0.0000","0.0000","","","150275","427457","090827_134457","-7.61","-137.88             ","-4.22","17.16","28.84","-20.80","null","null","null","null","null","null","null","null",246099
"FT",101,"2009-08-27","94.3      ","1.949","5.969","Brad Ausmus","110385","407822","Strikeout","Ball","123.964   ","2183.659  ","-34.3     ","5.4       ","11","Brad Ausmus strikes out swinging.  ","R ","R","L","COL","LAD","B",0,0,1,2,2009,"8.924                 ","5.973               ","-1.668","3.515               ","null",425766,407861,0,2,"top","0.0000","0.0000","","","150275","427457","090827_134432","-13.00","-137.60             ","-2.89","17.18","29.40","-20.60","null","null","null","null","null","null","null","null",246099
"FS",100,"2009-08-27","85.3      ","1.956","5.904","Brad Ausmus","110385","407822","Strikeout","Foul","88.656    ","1397.563  ","-18.2     ","8.7       ","7 ","Brad Ausmus strikes out swinging.  ","R ","R","L","COL","LAD","S",0,0,1,2,2009,"7.442                 ","-0.22               ","-0.455","1.595               ","null",425766,407861,0,2,"top","0.0000","0.0000","","","150275","427457","090827_134348","-8.41","-124.77             ","-4.20","12.02","19.41","-32.46","null","null","null","null","null","null","null","null",246099
"FT",233,"2009-08-27","95.0      ","1.92","6.22","Brad Ausmus","110385","407822","Flyout","Foul","122.274   ","2493.427  ","-42.7     ","5.6       ","12","Brad Ausmus flies out to center fielder Carlos Gonzalez.  ","R ","R","L","COL","LAD","S",8,1,0,0,2009,"10.266                ","6.446               ","0.396","3.704               ","null",425766,"null",1,4,"top","123.4900","72.2900","","","150275","427457","090827_142116","-7.87","-139.10             ","-3.40","20.21","29.76","-19.41","null","null","null","null","null","null","null","null",246099
"FT",234,"2009-08-27","94.3      ","2.159","5.829","Brad Ausmus","110385","407822","Flyout","In play, out(s)","126.365   ","2210.117  ","-35.5     ","5.3       ","11","Brad Ausmus flies out to center fielder Carlos Gonzalez.  ","R ","R","L","COL","LAD","X",8,1,0,1,2009,"8.75                  ","6.405               ","-0.757","3.148               ","null",425766,"null",1,4,"top","123.4900","72.2900","","","150275","427457","090827_142150","-11.05","-137.80             ","-3.69","16.91","29.29","-19.73","null","null","null","null","null","null","null","null",246099
"FF",357,"2009-08-27","93.2      ","1.783","6.125","Brad Ausmus","110385","407822","Sac Bunt","Ball","129.370   ","2274.026  ","-36.8     ","5.4       ","12","Brad Ausmus out on a sacrifice bunt, pitcher Jorge De La Rosa to second baseman Clint Barmes.    Orlando Hudson to 2nd.  ","R ","R","L","COL","LAD","B",1,4,0,0,2009,"8.774                 ","7.16                ","0.156","2.501               ","null","null",407861,0,6,"top","132.5300","182.7300","","","150275","427457","090827_150116","-7.45","-136.32             ","-6.30","16.52","29.84","-18.62","null","null","null","null","null","null","null","null",246099
"FF",358,"2009-08-27","92.2      ","2.071","5.691","Brad Ausmus","110385","407822","Sac Bunt","In play, out(s)","136.953   ","1909.865  ","-28.2     ","5.0       ","3 ","Brad Ausmus out on a sacrifice bunt, pitcher Jorge De La Rosa to second baseman Clint Barmes.    Orlando Hudson to 2nd.  ","R ","R","L","COL","LAD","X",1,4,1,0,2009,"6.552                 ","6.974               ","0.41","2.745               ","null","null",407861,0,6,"top","132.5300","182.7300","","","150275","427457","090827_150146","-6.71","-134.96             ","-4.27","12.13","28.40","-19.19","null","null","null","null","null","null","null","null",246099
"CU",495,"2009-08-27","73.6      ","2.726","5.92","Brad Ausmus","110385","462985","Flyout","Called Strike","320.339   ","1018.271  ","8.0       ","13.2      ","12","Brad Ausmus flies out to center fielder Eric Young.  ","R ","R","L","COL","LAD","S",8,1,0,0,2009,"-4.15                 ","-5.07               ","1.022","3.209               ","null","null","null",1,8,"top","130.5200","115.4600","","","150275","427457","090827_154456","-2.47","-107.86             ","3.22","-4.83","20.84","-38.00","null","null","null","null","null","null","null","null",246099
"FF",497,"2009-08-27","94.8      ","2.562","5.735","Brad Ausmus","110385","462985","Flyout","Ball","134.880   ","2099.525  ","-34.5     ","4.6       ","12","Brad Ausmus flies out to center fielder Eric Young.  ","R ","R","L","COL","LAD","B",8,1,0,2,2009,"7.314                 ","7.246               ","0.672","4.314               ","null","null","null",1,8,"top","130.5200","115.4600","","","150275","427457","090827_154545","-7.77","-138.76             ","-0.60","14.23","31.68","-18.01","null","null","null","null","null","null","null","null",246099
"FF",496,"2009-08-27","95.1      ","2.18","5.729","Brad Ausmus","110385","462985","Flyout","Called Strike","139.081   ","2337.176  ","-36.9     ","4.2       ","11","Brad Ausmus flies out to center fielder Eric Young.  ","R ","R","L","COL","LAD","S",8,1,0,1,2009,"7.436                 ","8.541               ","-1.189","2.84                ","null","null","null",1,8,"top","130.5200","115.4600","","","150275","427457","090827_154525","-11.93","-138.87             ","-5.18","14.65","28.46","-15.27","null","null","null","null","null","null","null","null",246099
"FF",498,"2009-08-27","96.0      ","2.385","5.704","Brad Ausmus","110385","462985","Flyout","Foul","134.807   ","2389.581  ","-41.6     ","4.5       ","12","Brad Ausmus flies out to center fielder Eric Young.  ","R ","R","L","COL","LAD","S",8,1,1,2,2009,"8.145                 ","8.054               ","0.437","3.451               ","null","null","null",1,8,"top","130.5200","115.4600","","","150275","427457","090827_154609","-8.37","-140.57             ","-3.43","16.43","29.49","-15.86","null","null","null","null","null","null","null","null",246099
"FT",499,"2009-08-27","94.7      ","2.263","5.536","Brad Ausmus","110385","462985","Flyout","In play, out(s)","129.255   ","2170.794  ","-33.8     ","5.2       ","4 ","Brad Ausmus flies out to center fielder Eric Young.  ","R ","R","L","COL","LAD","X",8,1,1,2,2009,"8.355                 ","6.789               ","-0.462","2.482               ","null","null","null",1,8,"top","130.5200","115.4600","","","150275","427457","090827_154638","-10.36","-138.40             ","-4.80","16.04","33.91","-19.07","null","null","null","null","null","null","null","null",246099
"FF",155,"2009-08-22","86.8      ","1.078","6.446","Brad Ausmus","110385","150404","Lineout","Called Strike","163.669   ","3006.116  ","-34.2     ","2.7       ","11","Brad Ausmus lines out sharply to left fielder Sam Fuld.  ","R ","R","L","LAD","CHC","S",7,3,0,0,2009,"4.614                 ","15.7                ","-0.944","3.007               ","null","null","null",0,3,"bot","38.1500","79.3200","","","434567","427026","090822_135302","-6.52","-126.89             ","-7.16","7.39","30.14","-6.94","null","null","null","null","null","null","null","null",246027
"CU",156,"2009-08-22","64.8      ","0.832","7.165","Brad Ausmus","110385","150404","Lineout","In play, out(s)","343.803   ","1097.166  ","3.5       ","17.7      ","11","Brad Ausmus lines out sharply to left fielder Sam Fuld.  ","R ","R","L","LAD","CHC","X",7,3,0,1,2009,"-2.249                ","-7.827              ","-0.745","2.712               ","null","null","null",0,3,"bot","38.1500","79.3200","","","434567","427026","090822_135319","-2.39","-95.04              ","2.26","-2.01","18.04","-39.08","null","null","null","null","null","null","null","null",246027
"FF",282,"2009-08-22","87.2      ","1.386","6.392","Brad Ausmus","110385","150404","Strikeout","Called Strike","152.943   ","2660.394  ","-36.4     ","3.9       ","11","Brad Ausmus strikes out on foul tip.  ","R ","R","L","LAD","CHC","S",0,0,1,0,2009,"6.536                 ","12.749              ","-0.361","3.54                ","null","null","null",2,5,"bot","0.0000","0.0000","","","434567","427026","090822_143037","-6.50","-127.63             ","-4.89","10.65","29.32","-11.33","null","null","null","null","null","null","null","null",246027
"CH",283,"2009-08-22","78.3      ","1.257","6.463","Brad Ausmus","110385","150404","Strikeout","Swinging Strike","157.313   ","2351.080  ","-22.0     ","5.4       ","6 ","Brad Ausmus strikes out on foul tip.  ","R ","R","L","LAD","CHC","S",0,0,1,1,2009,"5.467                 ","13.02               ","0.554","2.55                ","null","null","null",2,5,"bot","0.0000","0.0000","","","434567","427026","090822_143100","-3.18","-114.70             ","-5.46","7.17","24.31","-15.02","null","null","null","null","null","null","null","null",246027
"CH",281,"2009-08-22","81.1      ","1.398","6.548","Brad Ausmus","110385","150404","Strikeout","Ball","147.037   ","2242.595  ","-28.7     ","5.6       ","12","Brad Ausmus strikes out on foul tip.  ","R ","R","L","LAD","CHC","B",0,0,0,0,2009,"7.108                 ","10.907              ","0.962","4.477               ","null","null","null",2,5,"bot","0.0000","0.0000","","","434567","427026","090822_143018","-3.16","-118.92             ","-1.23","10.00","26.49","-16.75","null","null","null","null","null","null","null","null",246027
"CH",284,"2009-08-22","79.1      ","1.362","6.45","Brad Ausmus","110385","150404","Strikeout","Foul Tip","154.599   ","2677.406  ","-31.0     ","5.0       ","14","Brad Ausmus strikes out on foul tip.  ","R ","R","L","LAD","CHC","S",0,0,1,2,2009,"6.862                 ","14.393              ","0.882","2.427               ","null","null","null",2,5,"bot","0.0000","0.0000","","","434567","427026","090822_143119","-3.11","-115.81             ","-6.30","9.17","24.88","-12.87","null","null","null","null","null","null","null","null",246027
"SI",460,"2009-08-22","91.2      ","-1.445","5.679","Brad Ausmus","110385","408310","Sac Bunt","In play, out(s)","230.722   ","1985.132  ","31.7      ","5.6       ","1 ","Brad Ausmus out on a sacrifice bunt, pitcher Aaron Heilman to second baseman Jeff Baker.    Mark Loretta to 2nd.  ","R ","R","R","LAD","CHC","X",1,4,0,0,2009,"-7.853                ","6.381               ","-0.6","3.116               ","null","null",117928,0,8,"bot","134.5400","180.7200","","","434567","427026","090822_153249","4.91","-133.60             ","-2.84","-14.15","29.58","-20.60","null","null","null","null","null","null","null","null",246027
"FC",247,"2009-08-17","88.0      ","-1.313","6.071","Brad Ausmus","110385","112020","Pop Out","Foul","147.220   ","1133.672  ","-14.1     ","6.4       ","9 ","Brad Ausmus pops out to first baseman Albert Pujols.  ","R ","R","R","LAD","STL","S",3,2,0,1,2009,"3.298                 ","5.077               ","0.596","2.011               ","null",425766,"null",0,5,"bot","139.5600","172.6900","","","425877","427192","090817_201638","3.74","-128.86             ","-5.57","5.45","31.03","-23.71","null","null","null","null","null","null","null","null",245966
"FC",243,"2009-08-17","87.4      ","-1.272","6.013","Brad Ausmus","110385","112020","Pop Out","Swinging Strike","158.486   ","1702.777  ","-18.5     ","5.1       ","14","Brad Ausmus pops out to first baseman Albert Pujols.  ","R ","R","R","LAD","STL","S",3,2,0,0,2009,"3.349                 ","8.45                ","1.177","2.124               ","null","null",425766,0,5,"bot","139.5600","172.6900","","","425877","427192","090817_201553","5.07","-127.93             ","-6.18","5.51","28.30","-18.21","null","null","null","null","null","null","null","null",245966
"CU",248,"2009-08-17","76.7      ","-1.343","6.274","Brad Ausmus","110385","112020","Pop Out","In play, out(s)","53.194    ","1389.523  ","-13.2     ","13.0      ","6 ","Brad Ausmus pops out to first baseman Albert Pujols.  ","R ","R","R","LAD","STL","X",3,2,0,2,2009,"6.953                 ","-5.262              ","0.606","2.505               ","null",425766,"null",0,5,"bot","139.5600","172.6900","","","425877","427192","090817_201706","2.30","-112.44             ","0.56","8.62","26.33","-38.63","null","null","null","null","null","null","null","null",245966
"SI",101,"2009-08-17","95.0      ","-1.17","6.189","Brad Ausmus","110385","112020","Pop Out","In play, out(s)","236.267   ","2718.073  ","46.6      ","5.8       ","11","Brad Ausmus pops out to second baseman Skip Schumaker.  ","R ","R","R","LAD","STL","X",4,2,1,1,2009,"-11.257               ","7.478               ","-0.19","3.297               ","null","null","null",2,2,"bot","148.5900","131.5300","","","425877","427192","090817_193543","6.65","-139.12             ","-4.64","-21.68","36.31","-17.70","null","null","null","null","null","null","null","null",245966
"SI",100,"2009-08-17","95.0      ","-1.019","5.931","Brad Ausmus","110385","112020","Pop Out","Ball","230.216   ","2868.658  ","48.1      ","5.4       ","14","Brad Ausmus pops out to second baseman Skip Schumaker.  ","R ","R","R","LAD","STL","B",4,2,0,1,2009,"-11.009               ","9.128               ","0.922","1.746               ","null","null","null",2,2,"bot","148.5900","131.5300","","","425877","427192","090817_193531","9.16","-138.76             ","-8.69","-21.09","36.16","-14.62","null","null","null","null","null","null","null","null",245966
"SI",99,"2009-08-17","94.9      ","-1.107","5.994","Brad Ausmus","110385","112020","Pop Out","Called Strike","232.076   ","2442.524  ","40.3      ","5.4       ","6 ","Brad Ausmus pops out to second baseman Skip Schumaker.  ","R ","R","R","LAD","STL","S",4,2,0,0,2009,"-9.62                 ","7.456               ","0.361","2.347               ","null","null","null",2,2,"bot","148.5900","131.5300","","","425877","427192","090817_193521","7.38","-138.89             ","-6.65","-18.45","36.42","-17.80","null","null","null","null","null","null","null","null",245966
"FF",81,"2009-08-15","87.9      ","2.071","6.458","Brad Ausmus","110385","150277","Single","In play, run(s)","153.634   ","2140.209  ","-22.8     ","4.3       ","1 ","Brad Ausmus singles on a soft line drive to right fielder Alex Romero.    Matt Kemp scores.    Mark Loretta to 3rd.  ","R ","R","L","ARI","LAD","X",9,3,0,1,2009,"5.0                   ","10.042              ","-0.554","2.876               ","null",461314,117928,2,2,"top","181.7300","100.4000","","","471083","427413","090815_173344","-8.33","-128.50             ","-6.13","8.42","24.86","-15.19","null","null","null","null","null","null","null","null",245936
"CH",80,"2009-08-15","78.2      ","1.924","6.623","Brad Ausmus","110385","150277","Single","Called Strike","134.600   ","2058.952  ","-26.5     ","7.3       ","6 ","Brad Ausmus singles on a soft line drive to right fielder Alex Romero.    Matt Kemp scores.    Mark Loretta to 3rd.  ","R ","R","L","ARI","LAD","S",9,3,0,0,2009,"8.669                 ","8.492               ","0.689","2.741               ","null",461314,117928,2,2,"top","181.7300","100.4000","","","471083","427413","090815_173310","-5.35","-114.49             ","-4.21","11.57","20.05","-20.77","null","null","null","null","null","null","null","null",245936
"FT",208,"2009-08-15","86.2      ","2.115","6.345","Brad Ausmus","110385","150277","Grounded Into DP","Ball","131.758   ","2442.905  ","-36.3     ","6.2       ","14","Brad Ausmus grounds into double play, shortstop Stephen Drew to second baseman Augie Ojeda to first baseman Chad Tracy.    Orlando Hudson out at 2nd.  ","R ","R","L","ARI","LAD","B",6,4,0,0,2009,"9.835                 ","8.734               ","0.876","0.858               ","null",232694,407861,2,4,"top","109.4400","149.6000","","","471083","427413","090815_181207","-6.26","-125.83             ","-10.01","15.81","24.98","-18.06","null","null","null","null","null","null","null","null",245936
"FC",210,"2009-08-15","82.5      ","2.265","6.38","Brad Ausmus","110385","150277","Grounded Into DP","In play, out(s)","183.409   ","577.353   ","3.2       ","7.7       ","11","Brad Ausmus grounds into double play, shortstop Stephen Drew to second baseman Augie Ojeda to first baseman Chad Tracy.    Orlando Hudson out at 2nd.  ","R ","R","L","ARI","LAD","X",6,4,2,0,2009,"-0.194                ","3.2                 ","-0.821","2.694               ","null",232694,407861,2,4,"top","109.4400","149.6000","","","471083","427413","090815_181248","-7.30","-120.80             ","-3.05","-0.29","23.70","-27.38","null","null","null","null","null","null","null","null",245936
