"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FF",258,"2010-10-03","90.8      ","-2.038","5.611","Brad Ausmus","110385","150438","Flyout","Called Strike","201.159   ","2087.401  ","20.6      ","3.7       ","4 ","Brad Ausmus flies out to center fielder Cole Gillespie.  ","R ","R","R","LAD","ARI","S",8,1,1,1,2010,"-3.84                 ","9.87                ","-0.427","2.414               ","null","null","null",1,4,"bot","134.5400","70.2800","172503","2010-10-03T21:25:03Z","520209","427315","101003_142205","5.55","-132.87             ","-5.68","-6.90","26.76","-14.35","null","null","null","null","null","null","null","null",266225
"FF",260,"2010-10-03","91.2      ","-2.003","5.732","Brad Ausmus","110385","150438","Flyout","Foul","199.521   ","2100.611  ","20.5      ","3.5       ","11","Brad Ausmus flies out to center fielder Cole Gillespie.  ","R ","R","R","LAD","ARI","S",8,1,2,2,2010,"-3.54                 ","9.95                ","-0.484","3.444               ","null","null","null",1,4,"bot","134.5400","70.2800","172541","2010-10-03T21:25:41Z","520209","427315","101003_142243","5.24","-133.67             ","-3.43","-6.47","26.48","-13.93","null","null","null","null","null","null","null","null",266225
"SL",261,"2010-10-03","80.3      ","-1.995","5.822","Brad Ausmus","110385","150438","Flyout","In play, out(s)","96.482    ","546.096   ","-9.4      ","9.3       ","6 ","Brad Ausmus flies out to center fielder Cole Gillespie.  ","R ","R","R","LAD","ARI","X",8,1,2,2,2010,"3.14                  ","0.3                 ","0.619","2.633               ","null","null","null",1,4,"bot","134.5400","70.2800","172614","2010-10-03T21:26:14Z","520209","427315","101003_142314","5.13","-117.67             ","-0.59","4.40","22.37","-31.67","null","null","null","null","null","null","null","null",266225
"FF",256,"2010-10-03","89.8      ","-2.028","5.884","Brad Ausmus","110385","150438","Flyout","Ball","212.825   ","1952.012  ","25.4      ","4.6       ","11","Brad Ausmus flies out to center fielder Cole Gillespie.  ","R ","R","R","LAD","ARI","B",8,1,0,0,2010,"-5.49                 ","8.46                ","-0.665","3.706               ","null","null","null",1,4,"bot","134.5400","70.2800","172428","2010-10-03T21:24:28Z","520209","427315","101003_142130","5.39","-131.56             ","-2.32","-9.60","28.52","-17.30","null","null","null","null","null","null","null","null",266225
"FT",259,"2010-10-03","90.4      ","-1.761","5.82","Brad Ausmus","110385","150438","Flyout","Ball","216.789   ","1858.987  ","24.1      ","4.8       ","12","Brad Ausmus flies out to center fielder Cole Gillespie.  ","R ","R","R","LAD","ARI","B",8,1,1,2,2010,"-5.73                 ","7.62                ","0.581","3.842               ","null","null","null",1,4,"bot","134.5400","70.2800","172523","2010-10-03T21:25:23Z","520209","427315","101003_142225","8.06","-132.28             ","-1.61","-10.15","28.25","-18.60","null","null","null","null","null","null","null","null",266225
"FF",385,"2010-10-03","94.7      ","1.297","5.654","Brad Ausmus","110385","467099","Grounded Into DP","Called Strike","150.715   ","2155.642  ","-28.7     ","3.9       ","5 ","Brad Ausmus grounds into double play, shortstop Augie Ojeda to second baseman Ryan Roberts to first baseman Rusty Ryal.    Casey Blake out at 2nd.  ","R ","R","L","LAD","ARI","S",6,4,0,0,2010,"5.3                   ","9.42                ","-0.047","2.606               ","null","null",232694,2,6,"bot","110.4400","156.6300","180338","2010-10-03T22:03:38Z","520209","427315","101003_150040","-5.50","-138.60             ","-5.63","10.07","37.81","-14.21","null","null","null","null","null","null","null","null",266225
"CH",386,"2010-10-03","86.3      ","1.434","5.481","Brad Ausmus","110385","467099","Grounded Into DP","In play, out(s)","133.478   ","1966.117  ","-28.7     ","6.0       ","6 ","Brad Ausmus grounds into double play, shortstop Augie Ojeda to second baseman Ryan Roberts to first baseman Rusty Ryal.    Casey Blake out at 2nd.  ","R ","R","L","LAD","ARI","X",6,4,0,1,2010,"7.66                  ","7.22                ","0.571","2.397               ","null","null",232694,2,6,"bot","110.4400","156.6300","180357","2010-10-03T22:03:57Z","520209","427315","101003_150057","-4.64","-126.42             ","-3.63","12.43","24.98","-20.39","null","null","null","null","null","null","null","null",266225
"SI",520,"2010-10-03","93.9      ","-1.505","5.424","Brad Ausmus","110385","408310","Single","Called Strike","241.563   ","2515.773  ","40.2      ","6.3       ","9 ","Brad Ausmus singles on a line drive to center fielder Cole Gillespie.  ","R ","R","R","LAD","ARI","S",8,3,0,0,2010,"-11.09                ","5.97                ","0.33","1.756               ","null","null","null",1,8,"bot","120.4800","99.4000","184417","2010-10-03T22:44:17Z","520209","427315","101003_154119","8.83","-137.33             ","-6.04","-20.94","33.58","-20.83","null","null","null","null","null","null","null","null",266225
"SI",521,"2010-10-03","94.0      ","-1.613","5.448","Brad Ausmus","110385","408310","Single","In play, no out","230.370   ","2658.284  ","45.7      ","5.4       ","13","Brad Ausmus singles on a line drive to center fielder Cole Gillespie.  ","R ","R","R","LAD","ARI","X",8,3,0,1,2010,"-10.25                ","8.45                ","-0.731","2.117               ","null","null","null",1,8,"bot","120.4800","99.4000","184431","2010-10-03T22:44:31Z","520209","427315","101003_154133","5.98","-137.63             ","-6.03","-19.42","33.94","-16.09","null","null","null","null","null","null","null","null",266225
"FF",190,"2010-09-12","86.1      ","-2.641","5.225","Brad Ausmus","110385","150153","Strikeout","Called Strike","202.264   ","1523.940  ","9.6       ","5.2       ","3 ","Brad Ausmus strikes out swinging.  ","R ","R","R","HOU","LAD","S",0,0,0,0,2010,"-3.11                 ","7.56                ","0.27","3.075               ","null","null","null",1,3,"top","0.0000","0.0000","150631","2010-09-12T19:06:31Z","488771","427234","100912_140747","8.25","-126.06             ","-1.35","-5.02","25.35","-19.92","null","null","null","null","null","null","null","null",265952
"FF",191,"2010-09-12","86.7      ","-2.69","5.225","Brad Ausmus","110385","150153","Strikeout","Called Strike","205.721   ","1697.267  ","14.2      ","5.0       ","8 ","Brad Ausmus strikes out swinging.  ","R ","R","R","HOU","LAD","S",0,0,0,1,2010,"-3.95                 ","8.16                ","-0.211","2.059               ","null","null","null",1,3,"top","0.0000","0.0000","150646","2010-09-12T19:06:46Z","488771","427234","100912_140801","7.50","-126.89             ","-4.18","-6.44","26.05","-18.80","null","null","null","null","null","null","null","null",265952
"FF",193,"2010-09-12","87.8      ","-2.658","5.316","Brad Ausmus","110385","150153","Strikeout","Swinging Strike","199.502   ","1724.054  ","10.6      ","4.6       ","2 ","Brad Ausmus strikes out swinging.  ","R ","R","R","HOU","LAD","S",0,0,1,2,2010,"-3.06                 ","8.59                ","0.124","2.833               ","null","null","null",1,3,"top","0.0000","0.0000","150811","2010-09-12T19:08:11Z","488771","427234","100912_140841","8.05","-128.52             ","-2.78","-5.10","27.53","-17.78","null","null","null","null","null","null","null","null",265952
"SL",192,"2010-09-12","79.0      ","-2.729","5.414","Brad Ausmus","110385","150153","Strikeout","Ball","78.226    ","1098.807  ","-16.0     ","10.7      ","14","Brad Ausmus strikes out swinging.  ","R ","R","R","HOU","LAD","B",0,0,0,2,2010,"6.35                  ","-1.38               ","1.504","1.602               ","null","null","null",1,3,"top","0.0000","0.0000","150811","2010-09-12T19:08:11Z","488771","427234","100912_140815","7.77","-115.57             ","-1.24","8.57","21.99","-33.96","null","null","null","null","null","null","null","null",265952
"FF",319,"2010-09-12","86.6      ","-2.576","5.317","Brad Ausmus","110385","150153","Flyout","In play, out(s)","206.654   ","1845.270  ","16.2      ","4.8       ","3 ","Brad Ausmus flies out to right fielder Hunter Pence.  ","R ","R","R","HOU","LAD","X",9,1,1,1,2010,"-4.52                 ","8.95                ","0.289","3.208               ","null","null","null",0,5,"top","181.7300","65.2600","154257","2010-09-12T19:42:57Z","488771","427234","100912_144412","8.58","-126.67             ","-1.67","-7.23","29.43","-17.78","null","null","null","null","null","null","null","null",265952
"FF",318,"2010-09-12","85.8      ","-2.651","5.23","Brad Ausmus","110385","150153","Flyout","Foul","200.322   ","1843.914  ","13.1      ","4.7       ","4 ","Brad Ausmus flies out to right fielder Hunter Pence.  ","R ","R","R","HOU","LAD","S",9,1,1,0,2010,"-3.5                  ","9.41                ","-0.411","2.714               ","null","null","null",0,5,"top","181.7300","65.2600","154232","2010-09-12T19:42:32Z","488771","427234","100912_144347","6.66","-125.61             ","-2.74","-5.55","27.52","-17.20","null","null","null","null","null","null","null","null",265952
"FF",317,"2010-09-12","85.1      ","-2.577","5.122","Brad Ausmus","110385","150153","Flyout","Ball","198.676   ","1957.268  ","10.9      ","4.6       ","14","Brad Ausmus flies out to right fielder Hunter Pence.  ","R ","R","R","HOU","LAD","B",9,1,0,0,2010,"-3.45                 ","10.16               ","1.118","2.062               ","null","null","null",0,5,"top","181.7300","65.2600","154217","2010-09-12T19:42:17Z","488771","427234","100912_144333","10.15","-124.34             ","-4.17","-5.37","26.23","-16.28","null","null","null","null","null","null","null","null",265952
"SL",447,"2010-09-12","84.1      ","-2.246","6.399","Brad Ausmus","110385","445246","Lineout","Called Strike","107.708   ","1049.849  ","-16.9     ","8.5       ","5 ","Brad Ausmus lines out to second baseman Angel Sanchez.  ","R ","R","R","HOU","LAD","S",4,3,0,0,2010,"5.6                   ","1.74                ","-0.093","2.349               ","null",425766,"null",2,6,"top","140.5600","133.5300","162042","2010-09-12T20:20:42Z","488771","427234","100912_152157","3.46","-123.22             ","-3.71","8.49","27.41","-29.46","null","null","null","null","null","null","null","null",265952
"FF",449,"2010-09-12","92.4      ","-1.878","6.442","Brad Ausmus","110385","445246","Lineout","Called Strike","207.041   ","2065.870  ","23.6      ","4.0       ","2 ","Brad Ausmus lines out to second baseman Angel Sanchez.  ","R ","R","R","HOU","LAD","S",4,3,1,1,2010,"-4.77                 ","9.3                 ","0.155","3.184               ","null",425766,"null",2,6,"top","140.5600","133.5300","162120","2010-09-12T20:21:20Z","488771","427234","100912_152235","7.05","-135.23             ","-5.85","-8.76","31.86","-15.02","null","null","null","null","null","null","null","null",265952
"FF",450,"2010-09-12","93.8      ","-1.703","6.33","Brad Ausmus","110385","445246","Lineout","Ball","203.658   ","2284.253  ","24.9      ","3.5       ","14","Brad Ausmus lines out to second baseman Angel Sanchez.  ","R ","R","R","HOU","LAD","B",4,3,1,2,2010,"-4.6                  ","10.45               ","0.724","2.091               ","null",425766,"null",2,6,"top","140.5600","133.5300","162148","2010-09-12T20:21:48Z","488771","427234","100912_152303","8.15","-136.96             ","-9.12","-8.65","32.69","-12.42","null","null","null","null","null","null","null","null",265952
"FF",448,"2010-09-12","92.9      ","-1.893","6.31","Brad Ausmus","110385","445246","Lineout","Ball","179.541   ","2194.859  ","-6.9      ","3.2       ","14","Brad Ausmus lines out to second baseman Angel Sanchez.  ","R ","R","R","HOU","LAD","B",4,3,0,1,2010,"0.09                  ","11.17               ","0.513","1.642               ","null",425766,"null",2,6,"top","140.5600","133.5300","162059","2010-09-12T20:20:59Z","488771","427234","100912_152214","6.37","-135.65             ","-10.22","0.17","34.51","-11.65","null","null","null","null","null","null","null","null",265952
"CH",451,"2010-09-12","84.8      ","-1.821","6.191","Brad Ausmus","110385","445246","Lineout","Ball In Dirt","204.902   ","1742.722  ","13.7      ","5.6       ","14","Brad Ausmus lines out to second baseman Angel Sanchez.  ","R ","R","R","HOU","LAD","B",4,3,2,2,2010,"-4.05                 ","8.68                ","0.246","0.545               ","null",425766,"null",2,6,"top","140.5600","133.5300","162211","2010-09-12T20:22:11Z","488771","427234","100912_152325","6.33","-123.80             ","-9.94","-6.26","25.75","-18.69","null","null","null","null","null","null","null","null",265952
"FF",452,"2010-09-12","93.4      ","-1.867","6.448","Brad Ausmus","110385","445246","Lineout","In play, out(s)","201.787   ","2138.579  ","22.8      ","3.5       ","1 ","Brad Ausmus lines out to second baseman Angel Sanchez.  ","R ","R","R","HOU","LAD","X",4,3,3,2,2010,"-3.99                 ","9.94                ","-0.459","3.185               ","null",425766,"null",2,6,"top","140.5600","133.5300","162239","2010-09-12T20:22:39Z","488771","427234","100912_152355","5.18","-136.76             ","-6.27","-7.48","32.94","-13.45","null","null","null","null","null","null","null","null",265952
"FC",624,"2010-09-12","90.4      ","-1.852","5.807","Brad Ausmus","110385","407193","Groundout","Ball","162.466   ","1622.922  ","-16.2     ","4.7       ","14","Brad Ausmus grounds out, pitcher Brandon Lyon to first baseman Brett Wallace.  ","R ","R","R","HOU","LAD","B",1,4,0,0,2010,"2.52                  ","7.92                ","0.881","1.577               ","null","null","null",1,9,"top","126.5100","180.7200","171331","2010-09-12T21:13:31Z","488771","427234","100912_161446","6.28","-132.21             ","-7.58","4.46","28.11","-18.07","null","null","null","null","null","null","null","null",265952
"FC",627,"2010-09-12","90.2      ","-1.617","5.835","Brad Ausmus","110385","407193","Groundout","Ball","157.274   ","1359.754  ","-15.4     ","5.2       ","14","Brad Ausmus grounds out, pitcher Brandon Lyon to first baseman Brett Wallace.  ","R ","R","R","HOU","LAD","B",1,4,1,2,2010,"2.7                   ","6.4                 ","1.296","2.005               ","null","null","null",1,9,"top","126.5100","180.7200","171422","2010-09-12T21:14:22Z","488771","427234","100912_161537","6.69","-132.03             ","-6.03","4.78","27.11","-20.76","null","null","null","null","null","null","null","null",265952
"CU",626,"2010-09-12","78.4      ","-1.707","5.893","Brad Ausmus","110385","407193","Groundout","Swinging Strike","54.051    ","2188.462  ","-18.6     ","14.1      ","14","Brad Ausmus grounds out, pitcher Brandon Lyon to first baseman Brett Wallace.  ","R ","R","R","HOU","LAD","S",1,4,1,1,2010,"10.77                 ","-7.86               ","0.588","0.976               ","null","null","null",1,9,"top","126.5100","180.7200","171357","2010-09-12T21:13:57Z","488771","427234","100912_161513","2.03","-114.92             ","-1.61","14.03","26.33","-42.35","null","null","null","null","null","null","null","null",265952
"FC",628,"2010-09-12","90.6      ","-1.369","6.074","Brad Ausmus","110385","407193","Groundout","In play, out(s)","148.313   ","1127.505  ","-14.2     ","5.8       ","6 ","Brad Ausmus grounds out, pitcher Brandon Lyon to first baseman Brett Wallace.  ","R ","R","R","HOU","LAD","X",1,4,2,2,2010,"3.05                  ","4.89                ","0.531","2.307               ","null","null","null",1,9,"top","126.5100","180.7200","171439","2010-09-12T21:14:39Z","488771","427234","100912_161555","3.94","-132.69             ","-5.39","5.42","29.04","-23.40","null","null","null","null","null","null","null","null",265952
"FC",625,"2010-09-12","89.6      ","-1.779","5.95","Brad Ausmus","110385","407193","Groundout","Called Strike","138.222   ","1389.886  ","-20.5     ","5.9       ","5 ","Brad Ausmus grounds out, pitcher Brandon Lyon to first baseman Brett Wallace.  ","R ","R","R","HOU","LAD","S",1,4,1,0,2010,"4.79                  ","5.32                ","-0.076","2.235               ","null","null","null",1,9,"top","126.5100","180.7200","171344","2010-09-12T21:13:44Z","488771","427234","100912_161459","2.81","-131.35             ","-5.25","8.38","27.35","-22.79","null","null","null","null","null","null","null","null",265952
"SL",392,"2010-09-06","85.8      ","-2.687","6.085","Brad Ausmus","110385","444436","Groundout","Ball","32.517    ","117.510   ","-2.8      ","8.3       ","11","Brad Ausmus grounds out, pitcher Ryan Webb to first baseman Adrian Gonzalez.  ","R ","R","R","SD ","LAD","B",1,4,0,1,2010,"0.34                  ","-0.58               ","-0.179","3.422               ",232694,444843,"null",2,6,"top","130.5200","181.7300","235209","2010-09-07T03:52:09Z","460026","427552","100906_205454","6.13","-125.63             ","0.02","0.55","23.77","-33.03","null","null","null","null","null","null","null","null",265864
"SI",393,"2010-09-06","96.0      ","-3.416","5.379","Brad Ausmus","110385","444436","Groundout","In play, out(s)","246.876   ","2562.474  ","40.9      ","6.3       ","11","Brad Ausmus grounds out, pitcher Ryan Webb to first baseman Adrian Gonzalez.  ","R ","R","R","SD ","LAD","X",1,4,1,1,2010,"-11.54                ","4.89                ","-0.784","2.901               ",232694,444843,"null",2,6,"top","130.5200","181.7300","235234","2010-09-07T03:52:34Z","460026","427552","100906_205517","11.39","-140.36             ","-2.78","-22.80","34.55","-22.44","null","null","null","null","null","null","null","null",265864
"SI",391,"2010-09-06","95.3      ","-3.065","5.384","Brad Ausmus","110385","444436","Groundout","Called Strike","251.838   ","2585.770  ","39.1      ","6.8       ","6 ","Brad Ausmus grounds out, pitcher Ryan Webb to first baseman Adrian Gonzalez.  ","R ","R","R","SD ","LAD","S",1,4,0,0,2010,"-12.08                ","3.93                ","0.312","2.677               ",232694,444843,"null",2,6,"top","130.5200","181.7300","235131","2010-09-07T03:51:31Z","460026","427552","100906_205416","13.56","-139.14             ","-2.96","-23.56","32.78","-24.44","null","null","null","null","null","null","null","null",265864
"FS",266,"2010-09-06","88.7      ","-0.744","5.763","Brad Ausmus","110385","465629","Walk","Called Strike","241.908   ","1460.970  ","22.5      ","6.7       ","1 ","Brad Ausmus walks.  ","R ","R","R","SD ","LAD","S",0,0,1,1,2010,"-6.7                  ","3.53                ","-0.359","3.048               ","null","null","null",0,5,"top","0.0000","0.0000","231625","2010-09-07T03:16:25Z","460026","427552","100906_201910","3.23","-130.06             ","-1.95","-11.55","25.34","-26.01","null","null","null","null","null","null","null","null",265864
"FT",264,"2010-09-06","93.7      ","-0.501","5.536","Brad Ausmus","110385","465629","Walk","Ball","211.027   ","3303.144  ","61.8      ","3.4       ","14","Brad Ausmus walks.  ","R ","R","R","SD ","LAD","B",0,0,0,0,2010,"-8.61                 ","14.27               ","1.769","2.304               ","null","null","null",0,5,"top","0.0000","0.0000","231548","2010-09-07T03:15:48Z","460026","427552","100906_201833","9.09","-136.89             ","-7.66","-16.07","34.77","-5.47","null","null","null","null","null","null","null","null",265864
"FT",265,"2010-09-06","93.7      ","-0.684","5.428","Brad Ausmus","110385","465629","Walk","Foul","216.175   ","2709.000  ","45.9      ","4.2       ","5 ","Brad Ausmus walks.  ","R ","R","R","SD ","LAD","S",0,0,1,0,2010,"-8.19                 ","11.17               ","0.106","2.273               ","null","null","null",0,5,"top","0.0000","0.0000","231601","2010-09-07T03:16:01Z","460026","427552","100906_201846","4.94","-137.13             ","-6.27","-15.11","39.20","-11.51","null","null","null","null","null","null","null","null",265864
"SL",268,"2010-09-06","83.8      ","-0.772","5.716","Brad Ausmus","110385","465629","Walk","Foul","61.934    ","922.266   ","-11.7     ","9.7       ","14","Brad Ausmus walks.  ","R ","R","R","SD ","LAD","S",0,0,2,2,2010,"4.5                   ","-2.44               ","1.252","2.184               ","null","null","null",0,5,"top","0.0000","0.0000","231700","2010-09-07T03:17:00Z","460026","427552","100906_201945","3.50","-122.81             ","-1.19","6.89","23.55","-35.85","null","null","null","null","null","null","null","null",265864
"FS",269,"2010-09-06","89.9      ","-0.42","5.534","Brad Ausmus","110385","465629","Walk","Ball","261.610   ","2039.386  ","28.0      ","8.2       ","14","Brad Ausmus walks.  ","R ","R","R","SD ","LAD","B",0,0,2,2,2010,"-10.55                ","1.51                ","1.55","0.923               ","null","null","null",0,5,"top","0.0000","0.0000","231721","2010-09-07T03:17:21Z","460026","427552","100906_202006","8.63","-131.40             ","-6.21","-18.27","30.37","-29.48","null","null","null","null","null","null","null","null",265864
"FF",267,"2010-09-06","92.6      ","-0.275","5.552","Brad Ausmus","110385","465629","Walk","Ball","202.937   ","2946.106  ","49.8      ","2.7       ","12","Brad Ausmus walks.  ","R ","R","R","SD ","LAD","B",0,0,1,2,2010,"-5.74                 ","13.52               ","1.241","2.984               ","null","null","null",0,5,"top","0.0000","0.0000","231642","2010-09-07T03:16:42Z","460026","427552","100906_201927","6.07","-135.59             ","-5.62","-10.73","28.48","-6.82","null","null","null","null","null","null","null","null",265864
"FT",270,"2010-09-06","95.3      ","-0.489","5.337","Brad Ausmus","110385","465629","Walk","Foul","207.157   ","3127.529  ","58.5      ","3.0       ","14","Brad Ausmus walks.  ","R ","R","R","SD ","LAD","S",0,0,3,2,2010,"-7.11                 ","13.83               ","0.904","2.263               ","null","null","null",0,5,"top","0.0000","0.0000","231739","2010-09-07T03:17:39Z","460026","427552","100906_202024","6.31","-139.45             ","-7.40","-13.72","37.28","-5.43","null","null","null","null","null","null","null","null",265864
"FF",271,"2010-09-06","95.3      ","-0.487","5.352","Brad Ausmus","110385","465629","Walk","Ball","201.730   ","3456.309  ","70.0      ","2.3       ","14","Brad Ausmus walks.  ","R ","R","R","SD ","LAD","B",0,0,3,2,2010,"-6.34                 ","15.87               ","1.343","1.692               ","null","null","null",0,5,"top","0.0000","0.0000","231804","2010-09-07T03:18:04Z","460026","427552","100906_202047","7.25","-139.27             ","-9.76","-12.29","35.20","-1.35","null","null","null","null","null","null","null","null",265864
"FT",114,"2010-09-06","91.9      ","-1.167","6.008","Brad Ausmus","110385","431162","Groundout","Called Strike","233.574   ","2648.103  ","43.2      ","5.9       ","6 ","Brad Ausmus grounds out, shortstop Miguel Tejada to first baseman Adrian Gonzalez.  ","R ","R","R","SD ","LAD","S",6,4,0,0,2010,"-10.97                ","8.05                ","0.294","2.491               ","null","null","null",0,3,"top","114.4600","146.5900","223743","2010-09-07T02:37:43Z","460026","427552","100906_194028","7.60","-134.48             ","-5.94","-19.75","33.72","-17.60","null","null","null","null","null","null","null","null",265864
"SL",115,"2010-09-06","88.3      ","-1.319","5.993","Brad Ausmus","110385","431162","Groundout","Foul","186.794   ","1254.089  ","-.2       ","5.3       ","12","Brad Ausmus grounds out, shortstop Miguel Tejada to first baseman Adrian Gonzalez.  ","R ","R","R","SD ","LAD","S",6,4,0,1,2010,"-0.79                 ","6.55                ","1.234","2.58                ","null","null","null",0,3,"top","114.4600","146.5900","223757","2010-09-07T02:37:57Z","460026","427552","100906_194042","6.76","-129.25             ","-4.55","-1.32","28.30","-21.08","null","null","null","null","null","null","null","null",265864
