Name,ID#
George Gill,1004719
Eddie Rommel,1011174
Bert Gallia,1004460
Ramiro Mendoza,836
Ryan Webb,7474
Jennings Poindexter,1010413
Dave Pavlas,1010085
Keiichi Yabu,8624
Jose Sosa,1012285
Mother Watson,1013681
Brett Jodie,1006415
Kyle Denney,7192
Elam Vangilder,1013355
Charley Jones,1006535
Erik Plantenberg,1010387
Terry Wells,1013771
Scot Shields,35
D.J. Mitchell,5354
Felipe Paulino,3777
Mike Madden,1007944
Jon Niese,4424
Sterling Hitchcock,824
John Franco,874
Harvey Haddix,1005184
Corey Knebel,15010
Tim Bogar,1001120
Pete Center,1002102
Matt Maloney,9920
Jake Barrett,13322
Troy Cate,4627
Jim Tennant,1012913
Kanekoa Texeira,334
Ray Miner,1008976
Scott Munter,3470
Jumbo Diaz,3397
Fred Cambria,1001857
Russ Ford,1004223
Stub Brown,1001560
Mutt Wilson,1014097
Hi Bell,1000810
Chris Zachary,1014404
Zach Monroe,1009058
Walter Moser,1009241
Chuck Lauer,1007382
Ray Roberts,1011042
Dean Crow,1002821
John Martin,1008179
Chris Bosio,1001212
Robbie Erlin,10354
Hunter Strickland,7836
Bill Vargus,1013369
Nick Vincent,7555
Steve Bailey,1000431
Mike Roesler,1011123
Graeme Lloyd,783
Robert Carson,2570
Ernest Groth,1005095
Gary Timberlake,1013070
Loren Bain,1000435
Zach McAllister,2895
Dan Gakeler,1004439
Matt DeWitt,1028
Matt Ford,1674
Bill Childers,1002185
Donnie Hill,1005811
Brian Meadows,998
Lem Cross,1002809
Guy Cantrell,1001920
Bill Connelly,1002515
Jim Holloway,1005965
Wayne Franklin,557
Lorenzo Barcelo,1435
Charley Hall,1005239
Travis Schlichting,3847
Zach Jackson,8356
Clarence Pickrel,1010318
Mike McCormick,1008420
Bruce Howard,1006071
Rich Garces,189
John Gelnar,1004608
Larry Rothschild,1011245
Ben Van Dyke,1013352
Alvin Dark,1002987
Hub Knolls,1007047
Howie Judson,1006646
Bill Snyder,1012240
Jakie May,1008301
Gary Gaetti,1004422
Joe McGinnity,1008527
Dennis Burns,1001704
Doc Cramer,1002727
 McDoolan,1008469
Bill Koski,1007117
Webb Schultz,1011645
Jack McAleese,1008321
Ed Taylor,1012869
Bill Fincher,1004048
Tom Gettinger,1004646
Allyn Stout,1012582
Jeff Reardon,1010741
Ben Blomdahl,1001082
Hal McKain,1008578
Johnny Lindell,1007619
Matt Ginter,233
Rob Dressler,1003495
Ray Gordinier,1004872
Clay Parker,1009999
Russ Swan,1012758
Sam Kimber,1006915
Troy Puckett,1010558
Steve Swetonic,1012785
Ben Rivera,1010999
Ted Firth,1004065
Amaury Telemaco,1802
Freddie Fitzsimmons,1004122
Macay McBride,3475
Jim Acker,1000030
Kevin Hagen,1005197
Greg McCarthy,1008370
Ramon Martinez,1008193
George Stultz,1012648
Charley Root,1011188
Fred Woodcock,1014212
Mario Ramos,1272
Jeff Nelson,1092
John Pomorski,1010428
Tom Williams,1014041
Brian Givens,1004749
Jim Bagby,1000412
Chris Batton,1000676
 Lackey,1007237
Jiggs Parson,1010030
Dick Blaisdell,1001034
Jim Miles,1008863
Frank Lange,1007318
Harley Dillinger,1003303
Calvin Jones,1006534
Bret Saberhagen,1011355
Pat Underwood,1013280
Brian Fitzgerald,1445
Red Peery,1010126
Justin Huisman,1914
By Speece,1012311
Ezra Sutton,1012746
Eric Milton,743
John Slappey,1012053
Elton Chamberlain,1002122
Pat McGehee,1008515
Junior Herndon,1005716
Dave Lemanczyk,1007511
Jim Slaton,1012054
Wiley Taylor,1012894
Jimmy Walsh,1013572
Bill Bernhard,1000891
Lucas Turk,1013224
Bob Gebhard,1004587
Razor Ledbetter,1007443
Bill Scherrer,1011552
Adam Johnson,733
June Greene,1005003
Oscar Henriquez,1540
P.J. Walters,9557
Nate Jones,4696
Scott Hawley,1005518
Ryan Dennick,9261
Clint Sodowsky,1012262
Ted Lilly,833
Tommy Gramly,1004940
Matt Andriese,12022
Jose Acosta,1000035
Gary Neibauer,1009486
Dan McGinn,1008523
Jaime Cocanower,1002380
Johnny O'Brien,1009697
Roy Hitt,1005864
Frank Eufemia,1003852
Tim Hudson,921
Hal Carlson,1001961
John Papa,1009982
Brent Strom,1012627
Ted Wieand,1013923
Al Hrabosky,1006116
Jim Weaver,1013700
Radhames Liz,5843
Andrew Carignan,2431
Bob Klinger,1007007
Bob Wolcott,1014184
Tyler Moore,7244
Noah Lowry,1833
Jack Fisher,1004090
Ruben Quevedo,705
Nate Bump,1755
Heath Bell,2080
Milo Candini,1001910
Jake Jaeckel,1006333
Orville Armbrust,1000309
Doc McJames,1008576
John Curtis,1002905
Huyler Westervelt,1013801
Scott Aldred,1000115
Wes Livengood,1007673
Jim Stevens,1012510
Jim Burton,1001737
Ken Brett,1001402
Joe Sambito,1011392
Del Mason,1008216
Bill Moran,1009145
Al Mamaux,1008049
Tom McGraw,1008544
Charlie Puleo,1010565
Joe Margoneri,1008105
Jack Robinson,1011071
Don Gullett,1005134
Steve Shirley,1011913
Pat Paige,1009961
Ben Beville,1000938
Jerry Denny,1003209
Taylor Thompson,10019
Kevin Foster,1004251
John Pappalau,1009988
Ramon Romero,1011172
Sergio Santos,4734
Sam McDowell,1008476
Manny Sarmiento,1011450
Tyler Cravy,10770
 McGuire,1008551
Vince Dailey,1002931
Kendall Graveman,15514
George Burpo,1001722
Fred Osborne,1009868
Chuck Hartenstein,1005442
Ed Vosberg,1426
Dave Sells,1011736
Roger Mason,1008222
Steve Grilli,1005059
Ben Hendrickson,2175
Newt Kimball,1006913
Hack Spencer,1012324
Virgil Jester,1006404
Joe Hoerner,1005895
Roger Miller,1008932
Jimmy Wolf,1014195
Denny Riddleberger,1010944
Blake Beavan,338
Troy Patton,8368
George Chalmers,1002115
Tony Cingrani,12555
Joe Neale,1009475
Scott Alexander,10591
Shawn Camp,1855
Dick Stone,1012562
Fred Miller,1008896
Billy Wynne,1014311
John Sutton,1012747
Cody McKay,1615
Gary Majewski,2131
Harry Camnitz,1001865
Tom Metcalf,1008805
Jairo Diaz,12774
Carlos Zambrano,305
Marv Grissom,1005074
James Atkins,1000352
Ken Polivka,1010421
Josh Wilson,2102
Blake Stein,632
Dave Stapleton,1012424
Harlan Pyle,1010583
Pidgey Morgan,1009181
Miguel Socolovich,6697
Babe Adams,1000041
Martin Maldonado,6887
Drew Hutchison,10732
Chris Rusin,9895
Earl Mossor,1009253
Jim Panther,1009980
Severino Gonzalez,14697
Hal Schacker,1011504
Jack Hamilton,1005274
Mason Tobin,2534
Tony McKnight,1008602
Joe McIntosh,1008572
Jason Beverlin,1560
Todd Jones,436
Austin Adams,7411
Jim Palmer,1009973
Snake Wiltse,1014117
Sam Mertes,1008794
Juan Jimenez,1006412
Julian Tavarez,541
Ed Konetchy,1007093
Jim McLaughlin,1008612
Jose Melendez,1008745
Bobby Ayala,1000384
John Flavin,1004141
George Keefe,1006741
Frank Foreman,1004229
Randy Messenger,2658
Bill Morrisette,1009199
Dick Such,1012664
Bob Lee,1007449
Brad Cornett,1002631
Geoff Zahn,1014410
Josh Banks,5570
Ralph Savidge,1011473
Art Schallock,1011514
Gregory Infante,9119
Will Thompson,1013031
Robin Ventura,854
Calvin Schiraldi,1011563
John Hatfield,1005491
Don Williams,1013993
Frank Viola,1013435
Milt Galatzer,1004442
Jeremy Griffiths,1731
Dale Murray,1009383
Jake Diekman,5003
Mike Bynum,1022
Pat Pacillo,1009935
Tony Saunders,1011463
John Urrea,1013301
Tim Laker,1681
Sam Dodge,1003352
Mychal Givens,10430
Rube Marshall,1008146
Pedro Astacio,862
Chris Leroux,7645
Steve Dunning,1003572
Sam Militello,1008865
Sherman Jones,1006592
Edgmer Escalona,8574
Bill Brandt,1001345
Heath Hembree,11632
Danny Worth,198
Matt Garza,3340
Pete Sivess,1012024
George Lauzerique,1007385
George Schmees,1011574
La Rue Kirby,1006963
Brandon Maurer,4878
Elmer Riddle,1010946
Alan Brice,1001413
Lou Sylvester,1012799
Jarrod Parker,4913
Steve Dreyer,1003500
Xavier Cedeno,36
Bobby Parnell,9926
Jack Glasscock,1004757
Dutch McCall,1008357
Dennis Moeller,1009022
Cliff Fannin,1003921
Ed Hobaugh,1005867
Dickie Kerr,1006871
Justin Grimm,11720
Jack Bruner,1001591
Don Kainer,1006669
Willie McGill,1008522
Adam Russell,7334
Sidney Ponson,161
John Middleton,1008844
Ray Lucas,1007807
Rube Ehrhardt,1003709
Jon Lieber,287
Hector Carrasco,1240
Taylor Buchholz,2168
Lew Burdette,1001662
Seth Sigsby,1011965
Joseph Myers,1009425
Rinty Monahan,1009046
Bonnie Hollingsworth,1005956
Clay Zavada,8577
Livan Hernandez,1116
Mack Stewart,1012526
Georges Maranda,1008098
Johnny Cueto,6893
Dick Estelle,1003838
Jack McAdams,1008319
Ted Power,1010504
Jeremy Hill,1607
Joaquin Andujar,1000266
Hal Deviney,1003244
Dode Criss,1002775
Steve Kealey,1006727
Brian Bevil,1000939
Frank Kreutzer,1007163
Rod Scurry,1011700
Mike Tiernan,1013062
Wes Obermueller,1637
Bill Swabach,1012749
Ned Garvin,1004559
Milt Whitehead,1013887
Alberto Arias,3087
Joe Simpson,1011996
Harvey Cushman,1002909
Enerio Del Rosario,4204
Earl Caldwell,1001829
Tommy Hottovy,7542
Randy Niemann,1009589
Duffy Lewis,1007579
Bill Kerksieck,1006863
Luis Gomez,1004823
Cy Morgan,1009175
Adam Conley,14457
Ben Johnson,1006423
Brian Smith,1012106
Bun Troy,1013199
Gary Wilson,1014078
Jason Windsor,8373
Doug Dascenzo,1002998
Pat Luby,1007802
Jack McFetridge,1008496
Wiki Gonzalez,1033
Carl Pavano,790
John Pacella,1009933
Joe Kostal,1007121
Art Fowler,1004268
Marco Gonzales,15467
Rudy Leopold,1007543
Hisanori Takahashi,10091
Craig Breslow,4363
Rufe Clarke,1002307
Leon Williams,1014017
Jimmy Bannon,1000518
Bob Buchanan,1001613
Jose Nunez,1410
Ben Ford,1858
Chuck Hensley,1005680
Lee Howard,1006085
Bill Lefebvre,1007472
Eddy Rodriguez,2193
Chris Beck,13418
Skip Dowd,1003441
Yunesky Maya,11420
Sam Narron,4516
Dee Sanders,1011414
George Daly,1002954
Kazuhito Tadano,1917
Wayne Gomes,191
Bob Barthelson,1000623
Roger Hambright,1005266
Aaron Barrett,11243
Cherokee Fisher,1004078
Jim Deshaies,1003228
Rich Nye,1009667
Bill Hutchison,1006235
Rob Gardner,1004531
Jim Bunning,1001653
Joe Bisenius,7370
Bill Robinson,1011053
Lesli Brea,1001372
Jim Baskette,1000640
Wes Gardner,1004532
Ferdie Schupp,1011649
Chris Green,1004986
Joe Roa,969
Jim Bilbrey,1000964
Willard Mains,1008001
Enny Romero,4001
Eddie Gaillard,1004431
Harry Ables,1000023
Scott Proctor,1911
Dave Downs,1003452
Marcus Hatley,4002
Art Hagan,1005195
Richie Lewis,1007587
Tom Underwood,1013281
Jake Beckley,1000754
Gene Ford,1004220
Ross Reynolds,1010873
Stew Cliburn,1002350
Rick Wise,1014155
Ray Tift,1013064
Jim Umbricht,1013277
Sandy Koufax,1007124
Dewey McDougal,1008470
Liam Hendriks,3548
Brian Snyder,1012241
Gene Packard,1009939
Mike Montgomery,4869
Jin Ho Cho,1002203
Pedro Figueroa,6616
Scott Sanderson,1011422
Duke Markell,1008111
Abel De Los Santos,12962
Russ McKelvy,1008590
Henry Blauvelt,1001063
Herm Wehmeier,1013729
Angel Guzman,2145
Whitey Wietelmann,1013930
Jim Fairbank,1003903
Matt Herges,780
Jack Knott,1007053
Ollie Voigt,1013447
Bill Harper,1005375
Clay Carroll,1001997
Rob Johnson,8029
Eric Junge,1611
Jay Powell,1271
George Knight,1007038
Will Cunnane,274
Brian Sanches,2739
Levi Meyerle,1008830
George Ziegler,1014436
Leon Chagnon,1002112
Frank Shellenback,1011857
Lou Ciola,1002243
Sam Freeman,6832
Bump Hadley,1005186
Bert Conn,1002514
Anthony Ranaudo,11424
Scott May,1008312
Vic Black,9195
Jesse Hahn,13287
Herb Hippauf,1005856
Tyler Lyons,11334
Aroldis Chapman,10233
Roberto Osuna,13764
John Goetz,1004799
Jose Cabrera,679
Charlie Pickett,1010311
George Kelb,1006765
Cal Crum,1002832
Deacon Phillippe,1010287
Francisco Cruceta,2104
Ed Clark,1002279
Scott Sobkowiak,1012257
Jay Tibbs,1013055
Randor Bierd,5555
Dustin McGowan,8600
Fred Glade,1004753
Brett Myers,962
Damaso Marte,247
Cardell Camper,1001894
Nick Dumovich,1003549
John Ely,6132
Jamie Vermilyea,5660
Fred Waters,1013664
Elmer Ponder,1010431
Gene Paulette,1010080
Seung Oh,18719
Mark Wagner,1013488
John Van Benschoten,2228
Chase Whitley,10982
Dan Runzler,4080
Whitey Hilcher,1005801
Cal McLish,1008626
Jay Avrea,1000382
Chris Gimenez,7324
Kevin Hodges,1005885
Candy Cummings,1002872
Marcelino Solis,1012267
Vallie Eaves,1003652
Daniel Stumpf,13780
Brian Bark,1000542
Glenn Cox,1002701
Fred Pfeffer,1010263
Trevor Bell,7074
Michael Lorenzen,14843
Orval Overall,1009910
Carney Flynn,1004180
Chris George,1004619
John Schultze,1011637
Steve Dillon,1003308
Bill Oster,1009881
Bob Rhoads,1010881
Bill Crouch,1002813
Victor Santos,446
George Darby,1002983
Marc Rzepczynski,6612
Tim Layana,1007413
Tony Kaufmann,1006718
Case Patten,1010056
Jack Corcoran,1002616
Earl Wilson,1014073
Russ Kemmerer,1006824
Brandon Puffer,572
Ken Dixon,1003331
Mickey Harris,1005424
Bill Lelivelt,1007509
Wild Bill Widner,1013922
Micah Bowie,1561
Alex Malloy,1008024
A.J. Burnett,512
George Kahler,1006665
Ed Olwine,1009797
Bennie Daniels,1002968
Bill Fischer,1004066
Luke Hochevar,6943
Wheezer Dell,1003177
Dewey Adkins,1000072
Chuck Finley,384
Larry Jacobus,1006323
Gavin Floyd,3886
Rick Grapenthin,1004954
Frank Castillo,180
Jack Franklin,1004299
Grady Adkins,1000075
Ty Cobb,1002378
Carl Druhot,1003513
Santiago Ramirez,2122
Ed Walsh,1013571
Lefty Stewart,1012524
Dylan Axelrod,9303
Bill McGill,1008518
Paul McClellan,1008395
Scott Chiamparino,1002183
Mark Kiefer,1006892
Cal Hogue,1005932
Jeff Bajenaru,2920
Bert Shepard,1011863
Kirby Higbe,1005782
Alay Soler,8542
Vern Handrahan,1005302
Mickey Hatcher,1005488
Charlie Hudson,1006133
Mike Davison,1003069
Marty Herrmann,1005734
Aurelio Monteagudo,1009063
Glenn Mickens,1008842
Rich Harden,1772
Scott Dohmann,1936
Dad Clarkson,1002274
Gene Cocreham,1002387
Al Atkinson,1000349
Mike Payne,1010095
Dwight Siebler,1011952
Dave Stenhouse,1012482
Horacio Pina,1010354
Ozzie Van Brabant,1013338
Bugs Morris,1009200
Hal Woodeshick,1014215
Steve Sundra,1012726
Hideki Okajima,7763
Gil Patterson,1010061
Ed Palmquist,1009977
Brandon Kintzler,9939
Lucas Luetge,8337
Hod Leverette,1007565
Rolando Arrojo,174
Dick Barrett,1000594
Mike Palm,1009976
Cecilio Guante,1005113
Anthony Barnette,3555
Chuck Machemehl,1007910
Mike Jurewicz,1006652
Alex Colome,6661
Juan Castillo,1002064
Fred Heimach,1005591
Frank Mulroney,1009312
Forrest More,1009155
Andy Hassler,1005480
Paul Moskau,1009245
Tony Faeth,1003893
Marshall Renfroe,1010831
Josh Ravin,2951
Chief Yellowhorse,1014338
Rick Langford,1007319
Joe Moeller,1009023
Joe Rodriguez,1180
Jerry Upp,1013290
Walter Johnson,1006511
Joe Hudson,1006138
Eddie Erautt,1003802
Scott Taylor,1012888
Matt Wise,42
Hank Gornicki,1004889
Aubrey Gatewood,1004573
Ren Kelly,1006814
Harry Lyons,1007883
Phenomenal Smith,1012192
Mark Lemongello,1007521
Larry Hardy,1005353
Charlie Daniels,1002969
Rusty Pence,1010155
Gerry Schoen,1011598
Tim Lincecum,5705
Chad Gaudin,1783
Bud Daley,1002942
Mike Dorgan,1003410
Mark Lee,1007461
Ernie Hickman,1005774
Len Gilmore,1004735
Chris Dwyer,10045
Ron Mahay,290
Ryan Jensen,1117
George Mohart,1009030
Fernando Hernandez,5536
Lee Thompson,1013018
Ike Kamp,1006684
Lefty James,1006352
Ed Swartwood,1012766
Kurt Krieger,1007166
Wes Littleton,6236
Mike Norris,1009637
Brad Radke,748
Hayden Penn,4893
Carlos Velazquez,1013397
Roric Harrison,1005430
Clayton Andrews,1000247
Hideo Nomo,666
Bill Dillman,1003304
Dario Alvarez,14239
Curt Young,1014368
J.J. Thobe,1012959
Claude Osteen,1009878
Ruben Gomez,1004827
Jared Hughes,9325
Rob Wooten,8532
Stan Klopp,1007015
Pete Gebrian,1004588
Jack Tising,1013083
Tom Harrison,1005433
Anthony Claggett,4116
John Shaffer,1011782
Don Black,1001010
Lou Knerr,1007033
Frankie de la Cruz,3920
Win Kellum,1006791
Ryan Snare,1912
Eric King,1006929
Erv Kantlehner,1006694
Don Nottebart,1009651
Dick Terwilliger,1012933
Odell Jones,1006579
Chuck Templeton,1012908
Frank Morrissey,1009206
Jack Smith,1012161
Bill Hughes,1006149
Toots Shultz,1011942
Kevin Cash,1593
Lefty Mills,1008959
Ted Turner,1013234
Joe Jaeger,1006335
Tiny Osborne,1009871
Mark Dewey,1003257
Ernie Baker,1000451
Keith Hessler,12220
Wade Davis,7441
Jerry Dorsey,1003418
John Rheinecker,2165
Jerry Blevins,7841
James Paxton,11828
John Scheneberg,1011550
Andy Benes,1144
Joe Martinez,3935
Hector Noesi,3292
Paul Maloy,1008046
Johnny Gorsica,1004890
Lee Hancock,1005295
Joe DeBerry,1003119
Bill Landrum,1007297
Max Scherzer,3137
Ed Dundon,1003558
Dewon Day,5542
Billy Crowell,1002823
Bob Walk,1013507
Herb Herring,1005728
Harry Gardner,1004525
Bill Atkinson,1000350
Wilton Lopez,4227
Sean Bergman,1000881
Ray Prim,1010537
Oscar Harstad,1005437
Jason Johnson,147
Tom Winsett,1014141
John Romonosky,1011176
Jerry Lane,1007309
Mike Stanton,1012421
Giovanni Soto,10330
Chuckie Fick,7978
Joel Pineiro,1094
Yank Terry,1012931
Bud Black,1001006
Cliff Speck,1012310
Nick Franklin,10166
Emil Roy,1011265
Steve Schmoll,5495
Matt Turner,1013231
Bill Hill,1005808
Walter Bernhardt,1000893
John Skopec,1012042
Carlos Contreras,10386
Frank Fahey,1003898
Al Porto,1010458
Jim Blackburn,1001017
Kris Johnson,886
Chad Beck,9258
Kerry Ligtenberg,100
Dick Conway,1002552
Dolly Gray,1004968
Matt Belisle,1837
Max Leon,1007542
Bill Bonham,1001165
Jhan Marinez,5830
Kyle Kendrick,6230
Paul Byrd,594
Elmer Rieger,1010952
Scott Copeland,10706
Gil Whitehouse,1013875
Lore Bader,1000405
Johnny Babich,1000396
Herman Segelke,1011723
John Hamill,1005276
Brian Bogusevic,4719
Tyler Clippard,5640
Agustin Montero,2268
Enrique Gonzalez,2568
Jordan Smith,9515
Bill Connors,1002522
Danny Young,1014370
Rich Yett,1014342
Jeff Manship,6865
Jose Jimenez,435
Dick Brodowski,1001462
Henry Lampe,1007285
Otto Hess,1005749
Eric Surkamp,2540
Chad Bettis,10587
Harry Lochhead,1007685
Ray Phelps,1010279
Lee Tunnell,1013218
Rufe Gentry,1004616
Bill Singer,1012007
Guy Hoffman,1005906
Danny Lazar,1007419
Gene Krapp,1007141
Greg Litton,1007668
Squire Potter,1010472
Tom Walker,1013536
Jack Fournier,1004264
Ken Grundt,1005108
Sheldon Burnside,1001719
John Buckley,1001623
Bill Zepp,1014431
Joel Adamson,1000056
Bryan Ward,1013603
Jim McKee,1008585
Philip Humber,8586
Ralph Erickson,1003811
Brad Springer,1012360
Matt Shoemaker,4776
Dick Crutcher,1002836
Slim Harrell,1005391
Daniel Webb,10558
J.R. Richard,1010913
Mario Picone,1010321
Jack Wilson,1014087
Chris Seddon,3833
Art Mahan,1007982
Art Houtteman,1006066
Ed Albosta,1000106
Emil Planeta,1010384
Mike Benjamin,981
Daniel Hudson,7146
Harry Byrd,1001793
Jeff Beliveau,8504
Jim Holmes,1005979
Bob O'Brien,1009683
Ray Martin,1008192
Jason Lane,1397
Fred Kuhaulua,1007201
Tommy Toms,1013115
Jason Gilfillan,1710
Jim Waugh,1013687
Billy Smith,1012098
Tyler Matzek,10058
Frank Pearce,1010102
Albert Williams,1013971
Bert Dorr,1003415
Hilly Hathaway,1005492
Early Wynn,1014309
Edgar Gonzalez,1727
Bob Stoddard,1012555
Desi Relaford,1096
Ryan Kohlmeier,1007082
Art Lopatka,1007747
Bill Stemmeyer,1012480
Jason Frasor,1906
Henry Coppola,1002605
Mike Shea,1011834
Brian Denman,1003205
Al Neiger,1009488
Chuck Taylor,1012864
Milt Scott,1011689
Matt Childers,1563
Tom Koehler,6570
Steven Jackson,7341
Rodrigo Lopez,150
Jeff Fulchino,3532
Edgar Barnhart,1000578
Andy Boswell,1001221
Esteban Yan,1236
Manny Castillo,1002065
Cy Malis,1008019
Glenn Wilson,1014081
Harry Thompson,1013011
John Kull,1007208
Mordecai Brown,1001547
Sam Hinds,1005842
Jose Quintana,11423
Sandy Vance,1013344
Aaron Heilman,1751
Mike Kekich,1006764
Jim Brady,1001327
Dave Koslo,1007118
Josh Billings,1000972
Alex Main,1007999
Frank Snook,1012235
Jerry Hinsley,1005850
Bret Prinz,1474
Vidal Nuno,9674
Nemo Gaines,1004435
Ed Wojna,1014183
Dave Martinez,1008160
Izzy Goldstein,1004811
Jim Stoops,1012575
Charlie Hough,1006050
Mark Woodyard,3094
Gerrit Cole,13125
Charlie Moran,1009147
Sport McAllister,1008324
Doyle Lade,1007246
Jake Boyd,1001278
John Hofford,1005914
Cy Young,1014369
Hank Olmsted,1009787
Adam Liberatore,10637
John Greening,1005001
Larry McCall,1008358
Wimpy Quinn,1010613
Harley Payne,1010094
Rube Melton,1008757
Walt Huntzinger,1006214
Hi Bithorn,1000998
Rob Delaney,5100
Bill Forman,1004231
Bart Miadich,23
Stephen Strasburg,10131
Luis Aponte,1000280
Webbo Clarke,1002316
Jumbo McGinnis,1008528
Jerry Don Gleaton,1004772
Aaron Poreda,4313
Kent Greenfield,1005004
Carlos Monasterios,2506
Ed Mayer,1008296
George Grant,1004948
Brian Falkenborg,1859
Buck Hooker,1005998
Fred Archer,1000289
Clint Zavaras,1014423
Scott Davison,1003077
Jim Hannan,1005316
Jess Dobernic,1003342
Tim McKeithan,1008588
Bob Botz,1001229
Ginger Clark,1002282
Yhency Brazoban,2150
Bill Schardt,1011524
Santiago Casilla,2873
Earl Yingling,1014346
Garry Roggenburk,1011141
Jack Gorman,1004884
John Wasdin,1768
J.R. Graham,12042
 Smith,1012086
Steve Howe,1006107
John Sterling,1012503
Paul Abbott,1061
Gonzalez Germen,5876
Tom Acker,1000031
Mark Lukasiewicz,21
Bob Wiesler,1013929
Regis Leheny,1007484
Harry Coveleski,1002681
Charlie Sweeney,1012774
Jim Sadowski,1011365
Paul Carter,1002021
Dennis Higgins,1005788
Dick Kelley,1006769
Eury De la Rosa,4055
David Pauley,3625
Red Bird,1000979
Ralph Head,1005543
Joe Bradshaw,1001319
Robert Ellis,649
Nardi Contreras,1002548
Bobby Keefe,1006739
Jim Dougherty,1003429
Rick Engle,1003782
Steve Stemle,2518
Dave Hill,1005810
John Tudor,1013215
Ed Lennon,1007526
George Eyrich,1003886
Mike Witt,1014174
Frank Brower,1001489
Barry Enright,2412
Ryan Feierabend,6336
Antonio Bastardo,8844
Bill McCorry,1008411
Joe Corbett,1002610
Hal Kurtz,1007216
Walter Silva,5157
Chuck Hockenbery,1005874
Dean Chance,1002130
Whitey Moore,1009131
Dallas Beeler,11471
A.J. Griffin,11132
Tim Sherrill,1011885
Frank Schneiberg,1011594
Ed Durham,1003589
Wally Whitehurst,1013896
Shawn Boskie,1001213
Mitch Atkins,8369
Matt Whisenant,1013843
Jim Bullinger,1001646
Carlos Villanueva,4138
George Haddock,1005185
John Cangelosi,1001913
Francisco Cordero,1243
Williams Perez,11592
Ray Poat,1010402
Claude Thomas,1012969
Gene Moore,1009109
Miguel Puente,1010559
Herb Karpel,1006706
Travis Wood,9884
Dave Dowling,1003446
John Doyle,1003466
Jeff Kaiser,1006674
Erik Bennett,1000839
Kelly Wunsch,259
Rich Sauveur,1011465
Dilson Torres,1013128
Bob Wells,760
Randy Martz,1008207
Jeff Tesreau,1012936
Buck Farmer,14814
Dinty Gearin,1004584
Luke French,7529
Dennis Rasmussen,1010703
Lance Lynn,2520
Huck Betts,1000933
Angel Miranda,1008990
John Andrews,1000256
Junior Walsh,1013579
Bill Hepler,1005681
Ray Crone,1002791
Raul Sanchez,1011410
Jeanmar Gomez,9033
Mike Morin,13442
Ed Morris,1009205
Charlie Rabe,1010626
Nick Maronde,12530
Tom Makowski,1008008
Stan Coveleski,1002682
Scott Bankhead,1000510
Josh Fogg,989
Frank Funk,1004406
Josh Zeid,6527
Lucas Harrell,7541
Jim Delahanty,1003157
Jimmie Keenan,1006750
Fred Rath,1010706
Satoru Komiyama,881
George Cox,1002700
Tommy Boggs,1001123
Jim Mecir,930
Burke Badenhop,9736
Shorty Wetzel,1013818
Roy Mitchell,1009010
Kurt Birkins,7266
Whit Wyatt,1014304
Keone Kela,14696
Brooks Raley,10061
Randy Veres,1013412
Mel Held,1005608
John Foster,86
Dan Collins,1002448
Rob Mallicoat,1008023
Chris Gissell,2015
Jim Hackett,1005178
Chuck Smith,1012114
Daniel Herrera,4552
Curry Foley,1004195
Josh Stewart,1683
Billy O'Dell,1009724
Mario Hollands,10504
Kevin Blankenship,1001050
Dave Wallace,1013543
Billy Pierce,1010326
Dustin Richardson,2548
Bill Geiss,1004602
Jim Parque,250
Dick Selma,1011737
Skip Guinn,1005128
Don Wilson,1014071
Francisco Rosario,2091
Fritz Ostermueller,1009883
John Clarkson,1002293
Herb Harris,1005417
Howard Ehmke,1003707
Tsuyoshi Wada,13046
Jerry Akers,1000099
Frank Barrett,1000595
Tad Quinn,1010611
Andrew Lorraine,1583
Jim Donohue,1003388
Brian Barnes,1000560
Matt Langwell,8130
Justin Miller,8580
Rafael Soriano,1100
Sonny Siebert,1011951
CC Sabathia,404
Mitch Maier,5588
Roland Howell,1006103
Charlie Gessner,1004643
Jimmy Haynes,329
John Denny,1003210
Fred Gladding,1004751
Byron McLaughlin,1008609
Marty Griffin,1005046
Joe Shipley,1011907
Mike Romano,1011167
Bryan Corey,1439
Frank Hafner,1005194
Danny MacFayden,1007904
Dennis Leonard,1007531
Ryota Igarashi,10232
Steve Bedrosian,1000766
Art Hoelskoetter,1005894
Ken Crosby,1002801
Mike Nakamura,1734
Chick Davies,1003030
Pete Alexander,1000128
Chet Kehn,1006761
Chuck Churn,1002228
David Sanders,1693
Zach Miner,3193
Bill Long,1007727
Ben Diggins,1599
Red Gunkel,1005145
Dan Otero,7385
Joe Slusarski,1012071
Jim Magnuson,1007971
Normie Roy,1011269
Lee Dashner,1003000
Dutch Ulrich,1013273
Harry Salisbury,1011382
Harry Wright,1014281
Les Lancaster,1007287
Cal McVey,1008696
John Grabow,1848
Orlando Pena,1010150
Frank Seward,1011764
John Russ,1011323
Hector Almonte,1729
Andy Sonnanstine,7667
Marty Sullivan,1012705
Sean Burnett,1886
Matt Anderson,459
Phil Regan,1010785
Mariano Rivera,844
Frank Pears,1010109
Jesse Litsch,3688
Laddie Renfroe,1010830
Steve Smyth,1577
Johnny Beazley,1000735
James Parr,7734
Charlie Gettig,1004645
Buzz Capra,1001928
Jack Lundbom,1007834
Urbano Lugo,1007823
Dan Tipple,1013079
Steve Curry,1002895
Norm McRae,1008688
Brandon Knight,831
Dick Baney,1000507
